Time,GeneralEvent,Forehead_Acc_X,Forehead_Acc_Y,Forehead_Acc_Z,Forehead_Gyr_X,Forehead_Gyr_Y,Forehead_Gyr_Z
116.43 sec,Chair,0.913608,-10.08626,0.269235,-0.029344,0.388252,-0.072437
116.44 sec,Chair,1.033418,-10.004176,0.225049,-0.021037,0.411227,-0.08364
116.45 sec,Chair,1.177469,-9.913954,0.255607,-0.024159,0.446603,-0.087374
116.46 sec,Chair,1.387813,-9.710108,0.26259,-0.031496,0.49093,-0.091299
116.47 sec,Chair,1.582061,-9.379361,0.30256,-0.06242,0.543564,-0.094231
116.48 sec,Chair,1.724014,-9.41994,0.332386,-0.106045,0.620492,-0.085267
116.49 sec,Chair,1.476779,-9.47655,0.300329,-0.118814,0.681467,-0.088719
116.5 sec,Chair,1.110642,-9.510198,0.239045,-0.143895,0.713304,-0.095146
116.51 sec,Chair,0.83342,-9.817303,0.215389,-0.143252,0.719345,-0.107106
116.52 sec,Chair,0.768496,-9.979756,0.19625,-0.129535,0.718068,-0.106517
116.53 sec,Chair,0.794255,-10.120325,0.215254,-0.114849,0.709018,-0.09914
116.54 sec,Chair,1.00224,-10.186902,0.197753,-0.097307,0.706592,-0.08598
116.55 sec,Chair,1.272405,-10.031195,0.203132,-0.086201,0.730067,-0.071231
116.56 sec,Chair,1.664559,-9.859517,0.150523,-0.085456,0.76859,-0.049475
116.57 sec,Chair,2.070479,-9.565988,0.137383,-0.094779,0.841846,-0.034654
116.58 sec,Chair,2.353885,-9.404683,0.131272,-0.12291,0.935632,-0.024524
116.59 sec,Chair,2.519389,-9.36035,0.071073,-0.15522,1.05042,-0.024815
116.6 sec,Chair,2.271677,-9.287343,0.031504,-0.183826,1.166135,-0.039664
116.61 sec,Chair,1.694554,-9.672426,-0.083854,-0.2043,1.258661,-0.076468
116.62 sec,Chair,1.123706,-10.024028,-0.122485,-0.192173,1.311078,-0.133702
116.63 sec,Chair,0.66816,-10.160281,-0.093531,-0.176708,1.341345,-0.191494
116.64 sec,Chair,0.418833,-10.240274,-0.086493,-0.166114,1.342024,-0.256716
116.65 sec,Chair,0.368789,-10.107225,-0.019568,-0.159654,1.333906,-0.305333
116.66 sec,Chair,0.61153,-10.0974,-0.017287,-0.166243,1.331777,-0.347753
116.67 sec,Chair,0.925379,-10.026872,-0.07516,-0.159536,1.347056,-0.370302
116.68 sec,Chair,1.309534,-9.864484,-0.044267,-0.162723,1.375719,-0.371638
116.69 sec,Chair,1.581474,-9.71317,0.014088,-0.173375,1.416488,-0.363291
116.7 sec,Chair,1.717989,-9.691315,-0.049717,-0.184239,1.464779,-0.352133
116.71 sec,Chair,1.750207,-9.636996,-0.006666,-0.18696,1.50266,-0.337907
116.72 sec,Chair,1.578814,-9.651697,-0.052343,-0.189678,1.530254,-0.323721
116.73 sec,Chair,1.146153,-9.638932,-0.032109,-0.187654,1.527197,-0.315189
116.74 sec,Chair,0.882689,-9.733071,-0.033789,-0.185539,1.496361,-0.306995
116.75 sec,Chair,0.796145,-9.693169,0.081381,-0.176284,1.450298,-0.294491
116.76 sec,Chair,0.895012,-9.583666,0.10929,-0.186998,1.403802,-0.279317
116.77 sec,Chair,0.89929,-9.3951,0.167931,-0.206581,1.365188,-0.262092
116.78 sec,Chair,0.998236,-9.333278,0.159734,-0.248203,1.336836,-0.24915
116.79 sec,Chair,1.28005,-9.347342,0.121646,-0.275669,1.315013,-0.239575
116.8 sec,Chair,1.595727,-9.402929,0.085098,-0.310049,1.324111,-0.232784
116.81 sec,Chair,1.855483,-9.542452,0.037349,-0.3282,1.34293,-0.223229
116.82 sec,Chair,2.102356,-9.619461,-0.056546,-0.33784,1.373556,-0.210747
116.83 sec,Chair,2.187581,-9.57649,-0.076653,-0.342119,1.415675,-0.19749
116.84 sec,Chair,2.206274,-9.641007,-0.137958,-0.350986,1.466788,-0.190643
116.85 sec,Chair,2.175163,-9.914623,-0.206559,-0.342476,1.513427,-0.178616
116.86 sec,Chair,1.954133,-10.035372,-0.235831,-0.327613,1.560004,-0.178282
116.87 sec,Chair,1.704901,-9.900086,-0.19701,-0.300302,1.593073,-0.190833
116.88 sec,Chair,1.527288,-9.806018,-0.203223,-0.298364,1.602104,-0.205129
116.89 sec,Chair,1.435676,-9.741788,-0.195562,-0.301317,1.599344,-0.22901
116.9 sec,Chair,1.557696,-9.801658,-0.249407,-0.307202,1.598546,-0.245072
116.91 sec,Chair,1.667623,-9.898958,-0.239889,-0.308921,1.606848,-0.24787
116.92 sec,Chair,1.811359,-9.941871,-0.282754,-0.300387,1.619373,-0.236983
116.93 sec,Chair,1.718295,-9.927236,-0.349632,-0.290271,1.629579,-0.218285
116.94 sec,Chair,1.661249,-9.978421,-0.350541,-0.270401,1.627808,-0.205051
116.95 sec,Chair,1.532137,-10.019417,-0.367364,-0.254779,1.619267,-0.189537
116.96 sec,Chair,1.365387,-10.116069,-0.334709,-0.229456,1.596897,-0.181525
116.97 sec,Chair,1.234071,-10.097876,-0.317017,-0.207872,1.563751,-0.173249
116.98 sec,Chair,1.131877,-10.143356,-0.323716,-0.181392,1.524438,-0.172577
116.99 sec,Chair,0.996755,-10.065875,-0.268954,-0.152246,1.476375,-0.171461
117 sec,Chair,0.938519,-10.026479,-0.242252,-0.127052,1.419133,-0.167038
117.01 sec,Chair,0.971295,-9.875913,-0.182588,-0.100705,1.366395,-0.164367
117.02 sec,Chair,0.992004,-9.78022,-0.143293,-0.102472,1.314798,-0.161977
117.03 sec,Chair,1.063977,-9.719221,-0.147984,-0.097695,1.268508,-0.155613
117.04 sec,Chair,1.195945,-9.628948,-0.113732,-0.107382,1.220204,-0.151871
117.05 sec,Chair,1.278205,-9.564309,-0.076019,-0.116286,1.180131,-0.144354
117.06 sec,Chair,1.285828,-9.502231,-0.031554,-0.128455,1.146964,-0.138264
117.07 sec,Chair,1.296754,-9.427878,-0.021007,-0.155918,1.110028,-0.126322
117.08 sec,Chair,1.262842,-9.524886,-0.032231,-0.179893,1.075063,-0.12056
117.09 sec,Chair,1.308343,-9.585501,-0.05482,-0.190016,1.041842,-0.111043
117.1 sec,Chair,1.474104,-9.658776,-0.134666,-0.193034,1.021688,-0.107116
117.11 sec,Chair,1.564496,-9.777971,-0.133145,-0.194999,1.006726,-0.108075
117.12 sec,Chair,1.60724,-9.944165,-0.160494,-0.197706,1.004443,-0.101232
117.13 sec,Chair,1.562946,-10.170768,-0.250875,-0.169719,0.9911,-0.105488
117.14 sec,Chair,1.637388,-10.07491,-0.254724,-0.134165,0.975894,-0.11203
117.15 sec,Chair,1.717321,-10.10313,-0.247316,-0.11288,0.959346,-0.104861
117.16 sec,Chair,1.727927,-10.049384,-0.257798,-0.078042,0.951038,-0.101869
117.17 sec,Chair,1.710586,-9.952157,-0.23567,-0.068048,0.934111,-0.090783
117.18 sec,Chair,1.719308,-9.929888,-0.198062,-0.049923,0.916831,-0.081531
117.19 sec,Chair,1.664144,-9.95013,-0.175736,-0.036949,0.905977,-0.074181
117.2 sec,Chair,1.613628,-9.841222,-0.076582,-0.017968,0.880788,-0.067207
117.21 sec,Chair,1.525424,-9.766696,-0.042253,-0.015897,0.854395,-0.0575
117.22 sec,Chair,1.494138,-9.78727,0.045992,-0.015422,0.823521,-0.052959
117.23 sec,Chair,1.445356,-9.771937,0.104298,-0.016612,0.791932,-0.053285
117.24 sec,Chair,1.44532,-9.77379,0.071913,-0.016378,0.755665,-0.053601
117.25 sec,Chair,1.453817,-9.770462,0.123243,-0.011375,0.719898,-0.047869
117.26 sec,Chair,1.465123,-9.787796,0.147153,-0.007574,0.68671,-0.044537
117.27 sec,Chair,1.555851,-9.819233,0.194303,0.012303,0.648083,-0.033639
117.28 sec,Chair,1.487566,-9.820188,0.239884,0.027102,0.618567,-0.014964
117.29 sec,Chair,1.499349,-9.72909,0.316786,0.047967,0.583908,-0.012767
117.3 sec,Chair,1.483663,-9.615228,0.394573,0.05015,0.543871,0.00163
117.31 sec,Chair,1.528872,-9.482186,0.423825,0.042276,0.513136,0.011635
117.32 sec,Chair,1.608331,-9.623055,0.424868,0.025666,0.483021,0.020708
117.33 sec,Chair,1.557942,-9.701839,0.442282,0.025961,0.459857,0.026271
117.34 sec,Chair,1.525542,-9.733819,0.426386,0.019021,0.426833,0.032346
117.35 sec,Chair,1.508536,-9.695591,0.446639,0.018162,0.397295,0.030576
117.36 sec,Chair,1.524436,-9.646367,0.464598,0.024284,0.366035,0.028502
117.37 sec,Chair,1.584232,-9.679233,0.443935,0.024113,0.34209,0.023804
117.38 sec,Chair,1.611809,-9.723006,0.425596,0.034087,0.32386,0.023478
117.39 sec,Chair,1.641967,-9.657877,0.457397,0.042503,0.303867,0.02781
117.4 sec,Chair,1.6883,-9.758313,0.443779,0.050289,0.288227,0.030401
117.41 sec,Chair,1.693091,-9.615887,0.500768,0.060373,0.275024,0.034584
117.42 sec,Chair,1.675409,-9.629226,0.540408,0.058228,0.263842,0.041784
117.43 sec,Chair,1.697121,-9.546349,0.558002,0.05304,0.239191,0.045501
117.44 sec,Chair,1.704305,-9.582687,0.597602,0.054243,0.230548,0.049085
117.45 sec,Chair,1.692784,-9.51077,0.615495,0.049287,0.204033,0.050698
117.46 sec,Chair,1.782834,-9.588038,0.570807,0.039093,0.199309,0.054062
117.47 sec,Chair,1.822253,-9.610917,0.649745,0.03761,0.193821,0.058422
117.48 sec,Chair,1.825151,-9.811226,0.614475,0.043319,0.193008,0.057824
117.49 sec,Chair,1.800071,-9.752272,0.661445,0.062736,0.18761,0.052881
117.5 sec,Chair,1.78203,-9.665368,0.622704,0.069909,0.184281,0.050868
117.51 sec,Chair,1.770851,-9.590315,0.683515,0.063329,0.180334,0.048594
117.52 sec,Chair,1.74542,-9.585679,0.705902,0.04939,0.18375,0.048834
117.53 sec,Chair,1.728246,-9.495805,0.706431,0.033742,0.175034,0.044526
117.54 sec,Chair,1.684328,-9.489083,0.697324,0.022891,0.172404,0.034055
117.55 sec,Chair,1.711928,-9.533526,0.676646,0.005535,0.167993,0.033156
117.56 sec,Chair,1.732544,-9.611722,0.657519,0.004618,0.160945,0.031763
117.57 sec,Chair,1.760483,-9.653076,0.678343,0.009888,0.155355,0.024436
117.58 sec,Chair,1.759694,-9.492603,0.71272,0.010143,0.158847,0.027065
117.59 sec,Chair,1.741573,-9.56041,0.720601,-0.002938,0.156001,0.02686
117.6 sec,Chair,1.77832,-9.516565,0.71989,-0.010875,0.151402,0.01968
117.61 sec,Chair,1.765797,-9.656955,0.717167,-0.018468,0.154654,0.025458
117.62 sec,Chair,1.756478,-9.639616,0.702638,-0.017595,0.156638,0.022399
117.63 sec,Chair,1.760405,-9.606497,0.701038,-0.023984,0.15394,0.024179
117.64 sec,Chair,1.729526,-9.747899,0.626168,-0.02568,0.147061,0.024259
117.65 sec,Chair,1.72682,-9.693826,0.651114,-0.0131,0.142374,0.025289
117.66 sec,Chair,1.685606,-9.690077,0.594579,-0.011792,0.129592,0.028291
117.67 sec,Chair,1.667241,-9.757991,0.600259,-0.0077,0.120913,0.033507
117.68 sec,Chair,1.592775,-9.652577,0.634604,-0.005183,0.107387,0.037114
117.69 sec,Chair,1.569585,-9.65107,0.60667,-0.007728,0.092479,0.041417
117.7 sec,Chair,1.642816,-9.611955,0.662751,-0.012312,0.079302,0.040806
117.71 sec,Chair,1.659276,-9.620979,0.607198,-0.015959,0.06722,0.042861
117.72 sec,Chair,1.660489,-9.639709,0.622235,-0.017537,0.062398,0.041266
117.73 sec,Chair,1.715672,-9.656205,0.581835,-0.019387,0.059398,0.041719
117.74 sec,Chair,1.797555,-9.641229,0.567954,-0.023697,0.059463,0.029333
117.75 sec,Chair,1.858315,-9.672578,0.584773,-0.028442,0.069756,0.029884
117.76 sec,Chair,1.880724,-9.696425,0.586048,-0.023034,0.077516,0.024409
117.77 sec,Chair,1.897446,-9.644634,0.63887,-0.021087,0.083495,0.016605
117.78 sec,Chair,1.907297,-9.738502,0.60316,-0.018483,0.092407,0.01354
117.79 sec,Chair,1.892658,-9.754484,0.58999,-0.013752,0.102518,0.008
117.8 sec,Chair,1.92973,-9.762227,0.606787,-0.009378,0.106252,0.00726
117.81 sec,Chair,2.004379,-9.83211,0.615549,-0.00906,0.117133,0.01295
117.82 sec,Chair,2.027426,-9.570793,0.642863,0.004159,0.134875,0.01956
117.83 sec,Chair,2.057258,-9.388228,0.576686,-0.022927,0.144381,0.039979
117.84 sec,Chair,2.191898,-9.598795,0.55433,-0.043114,0.167654,0.035017
117.85 sec,Chair,2.335921,-9.778702,0.487463,-0.048671,0.198716,0.032203
117.86 sec,Chair,2.503184,-9.803152,0.440439,-0.045264,0.246808,0.029457
117.87 sec,Chair,2.756664,-10.042411,0.386327,-0.038459,0.302903,0.028075
117.88 sec,Chair,2.980838,-9.846394,0.391549,-0.000379,0.38147,0.017681
117.89 sec,Chair,3.087187,-9.566888,0.461341,-0.007812,0.470719,0.006825
117.9 sec,Chair,3.138118,-9.452783,0.513975,-0.016618,0.565908,-0.009643
117.91 sec,Chair,3.108929,-9.195821,0.56772,-0.048389,0.667264,-0.035138
117.92 sec,Chair,3.066616,-9.169041,0.550403,-0.090417,0.759057,-0.062141
117.93 sec,Chair,3.020519,-9.190563,0.59105,-0.13124,0.859184,-0.090627
117.94 sec,Chair,2.90288,-9.305116,0.545114,-0.15538,0.948026,-0.12369
117.95 sec,Chair,2.796466,-9.400906,0.553403,-0.176044,1.031982,-0.144676
117.96 sec,Chair,2.633684,-9.628857,0.462008,-0.185229,1.097433,-0.158653
117.97 sec,Chair,2.500505,-9.789324,0.437768,-0.18178,1.154613,-0.171232
117.98 sec,Chair,2.335888,-9.8905,0.375606,-0.168293,1.204051,-0.177944
117.99 sec,Chair,2.143704,-9.930481,0.388733,-0.163233,1.23825,-0.184451
118 sec,Chair,1.970364,-9.921743,0.412889,-0.149546,1.255801,-0.189926
118.01 sec,Chair,1.779316,-9.750802,0.436584,-0.143914,1.259852,-0.197232
118.02 sec,Chair,1.638128,-9.80265,0.490351,-0.150761,1.244015,-0.204903
118.03 sec,Chair,1.597594,-9.876462,0.53234,-0.141101,1.220045,-0.206986
118.04 sec,Chair,1.509437,-9.923102,0.57655,-0.135471,1.194893,-0.204158
118.05 sec,Chair,1.424808,-10.094413,0.625797,-0.113036,1.159331,-0.206283
118.06 sec,Chair,1.39488,-10.047458,0.504697,-0.07205,1.117912,-0.200631
118.07 sec,Chair,1.280363,-9.509513,0.663199,-0.042905,1.064667,-0.181507
118.08 sec,Chair,1.34182,-9.658923,0.677304,-0.048683,1.00204,-0.16153
118.09 sec,Chair,1.419744,-9.600871,0.702687,-0.038654,0.950938,-0.140108
118.1 sec,Chair,1.585921,-9.647917,0.670886,-0.040548,0.911616,-0.116785
118.11 sec,Chair,1.702864,-9.669044,0.714784,-0.036102,0.884565,-0.098602
118.12 sec,Chair,1.656887,-9.553261,0.751417,-0.035887,0.862189,-0.082681
118.13 sec,Chair,1.571329,-9.502478,0.86565,-0.050309,0.836645,-0.074845
118.14 sec,Chair,1.507243,-9.506183,0.838318,-0.060706,0.798533,-0.078009
118.15 sec,Chair,1.572361,-9.501028,0.879581,-0.066257,0.778116,-0.085963
118.16 sec,Chair,1.785036,-9.523645,0.911912,-0.068058,0.759976,-0.086188
118.17 sec,Chair,1.964544,-9.589895,0.862979,-0.068212,0.764062,-0.092282
118.18 sec,Chair,2.057924,-9.535957,0.887359,-0.055605,0.777014,-0.092133
118.19 sec,Chair,2.124697,-9.390202,0.946378,-0.062218,0.798446,-0.092176
118.2 sec,Chair,2.004678,-9.42068,1.003723,-0.073697,0.815399,-0.097343
118.21 sec,Chair,1.928551,-9.390492,1.087534,-0.096068,0.826436,-0.10657
118.22 sec,Chair,1.79122,-9.383615,1.145886,-0.104294,0.822666,-0.121405
118.23 sec,Chair,1.761228,-9.34352,1.196402,-0.126008,0.827617,-0.140764
118.24 sec,Chair,1.68093,-9.185167,1.159535,-0.146204,0.806731,-0.157663
118.25 sec,Chair,1.628785,-9.123188,1.193305,-0.186686,0.799387,-0.168148
118.26 sec,Chair,1.562392,-9.335198,1.131239,-0.210814,0.777734,-0.175759
118.27 sec,Chair,1.598755,-9.407348,1.075711,-0.215326,0.753513,-0.174108
118.28 sec,Chair,1.578136,-9.595357,1.073206,-0.213927,0.723432,-0.164857
118.29 sec,Chair,1.496787,-9.630243,1.024445,-0.208094,0.68708,-0.151672
118.3 sec,Chair,1.539885,-9.686825,0.985197,-0.204425,0.652079,-0.140198
118.31 sec,Chair,1.576755,-9.740037,0.912291,-0.197416,0.6109,-0.12347
118.32 sec,Chair,1.588254,-9.649916,0.858312,-0.184645,0.579318,-0.112261
118.33 sec,Chair,1.697749,-9.512642,0.898888,-0.188919,0.540771,-0.09383
118.34 sec,Chair,1.732842,-9.584449,0.841824,-0.205794,0.520575,-0.083034
118.35 sec,Chair,1.637814,-9.725498,0.813699,-0.203677,0.500765,-0.077858
118.36 sec,Chair,1.60665,-9.80915,0.815911,-0.198214,0.469399,-0.078304
118.37 sec,Chair,1.595131,-9.892547,0.780158,-0.185427,0.439851,-0.083066
118.38 sec,Chair,1.539763,-9.77662,0.756002,-0.153704,0.405836,-0.085983
118.39 sec,Chair,1.451826,-9.60843,0.795695,-0.148876,0.36635,-0.090382
118.4 sec,Chair,1.483551,-9.457239,0.817459,-0.147562,0.313551,-0.091403
118.41 sec,Chair,1.5607,-9.486153,0.811983,-0.169745,0.27164,-0.080403
118.42 sec,Chair,1.789328,-9.756596,0.706405,-0.162374,0.238598,-0.075959
118.43 sec,Chair,1.920825,-9.681971,0.635877,-0.151123,0.215992,-0.061897
118.44 sec,Chair,1.995132,-9.476458,0.57146,-0.141939,0.208733,-0.04884
118.45 sec,Chair,1.933174,-9.105543,0.629901,-0.173884,0.198082,-0.033573
118.46 sec,Chair,1.817452,-9.53718,0.542311,-0.215542,0.179558,-0.032611
118.47 sec,Chair,1.794124,-9.591686,0.5744,-0.200573,0.163451,-0.036025
118.48 sec,Chair,1.86468,-9.870389,0.602596,-0.207638,0.14147,-0.034353
118.49 sec,Chair,1.838705,-9.901558,0.585771,-0.170032,0.123746,-0.042919
118.5 sec,Chair,1.83187,-9.700397,0.668288,-0.167237,0.105284,-0.047138
118.51 sec,Chair,1.830728,-10.041962,0.575113,-0.163283,0.085875,-0.050668
118.52 sec,Chair,1.803061,-9.895346,0.550138,-0.117202,0.062202,-0.044352
118.53 sec,Chair,1.798627,-9.59824,0.562238,-0.1169,0.037407,-0.034765
118.54 sec,Chair,1.796425,-9.632302,0.547372,-0.11888,0.013661,-0.024607
118.55 sec,Chair,1.846426,-9.638795,0.529932,-0.118347,-0.008522,-0.016186
118.56 sec,Chair,1.872341,-9.795666,0.476907,-0.11339,-0.03163,-0.018022
118.57 sec,Chair,1.987676,-10.056576,0.453257,-0.085014,-0.051906,-0.013181
118.58 sec,Chair,2.185578,-10.085919,0.455078,-0.04665,-0.051745,-0.02156
118.59 sec,Chair,2.292275,-9.967308,0.368136,-0.016591,-0.036719,-0.032031
118.6 sec,Chair,2.210853,-9.828522,0.342561,0.001546,-0.023964,-0.031168
118.61 sec,Chair,2.112419,-9.69616,0.389566,0.010166,-0.024825,-0.023419
118.62 sec,Chair,1.851532,-9.450692,0.417765,0.005134,-0.029527,-0.015909
118.63 sec,Chair,1.847684,-9.503704,0.426996,-0.019708,-0.063477,-0.01248
118.64 sec,Chair,1.949443,-9.673844,0.406676,-0.014732,-0.086586,-0.014359
118.65 sec,Chair,2.115147,-9.690331,0.347733,-0.008312,-0.097382,-0.007811
118.66 sec,Chair,2.282585,-9.769549,0.367951,0.001876,-0.093842,-0.001582
118.67 sec,Chair,2.338304,-9.80434,0.443277,0.015211,-0.081583,0.001577
118.68 sec,Chair,2.304708,-9.715677,0.477161,0.022834,-0.063947,-0.000876
118.69 sec,Chair,2.251895,-9.609217,0.533968,0.02139,-0.051519,-0.006783
118.7 sec,Chair,2.223638,-9.505698,0.587128,0.008793,-0.04214,-0.012587
118.71 sec,Chair,2.225069,-9.678041,0.563011,0.001922,-0.035825,-0.018893
118.72 sec,Chair,2.139804,-9.482747,0.652465,0.007136,-0.031585,-0.019411
118.73 sec,Chair,2.099926,-9.384411,0.617421,-0.009237,-0.038853,-0.018765
118.74 sec,Chair,2.029846,-9.375054,0.624654,-0.026757,-0.045971,-0.016793
118.75 sec,Chair,2.052699,-9.488007,0.51471,-0.037621,-0.05814,-0.017545
118.76 sec,Chair,2.149633,-9.538627,0.526578,-0.036694,-0.063229,-0.011628
118.77 sec,Chair,2.208749,-9.63014,0.484534,-0.035344,-0.063042,-0.007961
118.78 sec,Chair,2.287198,-9.585858,0.459203,-0.031498,-0.058953,-0.01213
118.79 sec,Chair,2.345944,-9.543224,0.471126,-0.037955,-0.050465,-0.012531
118.8 sec,Chair,2.357241,-9.628581,0.435196,-0.048995,-0.039072,-0.013736
118.81 sec,Chair,2.454321,-9.679086,0.446233,-0.045237,-0.022445,-0.020181
118.82 sec,Chair,2.475351,-9.754282,0.464174,-0.035545,-0.005458,-0.030303
118.83 sec,Chair,2.521039,-9.832219,0.480544,-0.017695,0.018698,-0.034789
118.84 sec,Chair,2.466941,-9.720595,0.503239,0.001507,0.044577,-0.039684
118.85 sec,Chair,2.42294,-9.713557,0.511727,0.008686,0.060014,-0.048051
118.86 sec,Chair,2.460228,-9.513377,0.574184,0.025663,0.076011,-0.054103
118.87 sec,Chair,2.479842,-9.39065,0.57564,0.009778,0.090832,-0.063086
118.88 sec,Chair,2.543018,-9.499704,0.555841,-0.005471,0.108115,-0.061217
118.89 sec,Chair,2.528139,-9.51934,0.610044,-0.014395,0.131875,-0.067267
118.9 sec,Chair,2.539717,-9.617734,0.561965,-0.022594,0.147892,-0.066292
118.91 sec,Chair,2.513444,-9.60369,0.499428,-0.015817,0.171104,-0.069565
118.92 sec,Chair,2.5378,-9.466143,0.519454,-0.015623,0.189181,-0.073915
118.93 sec,Chair,2.456688,-9.385091,0.543634,-0.02065,0.201469,-0.073688
118.94 sec,Chair,2.433415,-9.433968,0.559698,-0.035493,0.211649,-0.071745
118.95 sec,Chair,2.375741,-9.375395,0.593655,-0.042885,0.21452,-0.079717
118.96 sec,Chair,2.328939,-9.42157,0.610607,-0.054894,0.217149,-0.080412
118.97 sec,Chair,2.278844,-9.463009,0.592447,-0.060379,0.212859,-0.084752
118.98 sec,Chair,2.260899,-9.478156,0.608975,-0.065492,0.209906,-0.081199
118.99 sec,Chair,2.28314,-9.527991,0.580594,-0.074439,0.205195,-0.079616
119 sec,Chair,2.303824,-9.636137,0.596153,-0.071291,0.199159,-0.074225
119.01 sec,Chair,2.306289,-9.629976,0.5601,-0.063703,0.188283,-0.068952
119.02 sec,Chair,2.311205,-9.648217,0.573215,-0.058402,0.179242,-0.065119
119.03 sec,Chair,2.288235,-9.658968,0.555807,-0.041796,0.173542,-0.056308
119.04 sec,Chair,2.337279,-9.677685,0.531232,-0.042055,0.171017,-0.055127
119.05 sec,Chair,2.31665,-9.693519,0.549141,-0.025616,0.163398,-0.047249
119.06 sec,Chair,2.276037,-9.653429,0.560013,-0.025876,0.160027,-0.044075
119.07 sec,Chair,2.23237,-9.608422,0.536484,-0.02699,0.147237,-0.045581
119.08 sec,Chair,2.212445,-9.585493,0.524665,-0.029258,0.134547,-0.045805
119.09 sec,Chair,2.224361,-9.516674,0.534132,-0.0275,0.12711,-0.047133
119.1 sec,Chair,2.248411,-9.552296,0.52677,-0.03489,0.110864,-0.049025
119.11 sec,Chair,2.27626,-9.554011,0.523714,-0.028571,0.09633,-0.039495
119.12 sec,Chair,2.30257,-9.575422,0.535372,-0.031009,0.093343,-0.028837
119.13 sec,Chair,2.248573,-9.618431,0.51513,-0.02702,0.079012,-0.016737
119.14 sec,Chair,2.252255,-9.623283,0.548518,-0.020642,0.066062,-0.011256
119.15 sec,Chair,2.201176,-9.632576,0.533322,-0.013592,0.04649,-0.007893
119.16 sec,Chair,2.234596,-9.547514,0.52572,-0.007305,0.034098,-0.009389
119.17 sec,Chair,2.263886,-9.496445,0.513446,-0.008864,0.027978,-0.003953
119.18 sec,Chair,2.31506,-9.50654,0.542262,-0.016875,0.017394,-0.001829
119.19 sec,Chair,2.339351,-9.509108,0.538616,-0.021509,0.020362,-0.002666
119.2 sec,Chair,2.266927,-9.501633,0.543633,-0.022378,0.008454,-0.001355
119.21 sec,Chair,2.295863,-9.450773,0.529012,-0.032513,0.002478,-0.001722
119.22 sec,Chair,2.299338,-9.43649,0.544985,-0.040163,-0.002677,-0.001729
119.23 sec,Chair,2.289606,-9.479952,0.482691,-0.042997,-0.008084,-0.001962
119.24 sec,Chair,2.340723,-9.490304,0.507629,-0.049174,-0.010409,0.00063
119.25 sec,Chair,2.328636,-9.592474,0.48827,-0.047235,-0.017721,0.004181
119.26 sec,Chair,2.321789,-9.621557,0.44477,-0.039263,-0.02376,0.002193
119.27 sec,Chair,2.402026,-9.561426,0.443668,-0.031819,-0.02214,0.005274
119.28 sec,Chair,2.378759,-9.520068,0.412776,-0.039474,-0.027281,0.005271
119.29 sec,Chair,2.442143,-9.615385,0.406442,-0.038001,-0.024452,0.007875
119.3 sec,Chair,2.438867,-9.610505,0.368163,-0.038977,-0.02078,0.006112
119.31 sec,Chair,2.467898,-9.62376,0.429625,-0.040965,-0.015102,0.006592
119.32 sec,Chair,2.400072,-9.543437,0.408228,-0.038133,-0.009688,0.006837
119.33 sec,Chair,2.395415,-9.577714,0.399255,-0.041802,-0.010367,0.007785
119.34 sec,Chair,2.316866,-9.643667,0.426077,-0.040997,-0.015904,0.008611
119.35 sec,Chair,2.340725,-9.626984,0.405236,-0.033728,-0.017014,0.01274
119.36 sec,Chair,2.315346,-9.624901,0.404165,-0.026947,-0.023773,0.014029
119.37 sec,Chair,2.317042,-9.611116,0.420567,-0.023729,-0.031825,0.023223
119.38 sec,Chair,2.306911,-9.679594,0.407861,-0.017922,-0.034918,0.022746
119.39 sec,Chair,2.302033,-9.674888,0.371551,-0.012135,-0.038842,0.024273
119.4 sec,Chair,2.282406,-9.644338,0.411268,-0.002516,-0.040204,0.025797
119.41 sec,Chair,2.247432,-9.523741,0.449385,-8e-06,-0.03856,0.024149
119.42 sec,Chair,2.211335,-9.564548,0.392148,-0.004454,-0.046143,0.014359
119.43 sec,Chair,2.1683,-9.550722,0.449251,0.002374,-0.050411,0.009625
119.44 sec,Chair,2.199483,-9.505234,0.469865,-0.009731,-0.048998,0.005768
119.45 sec,Chair,2.10689,-9.461208,0.482316,-0.01173,-0.057426,0.000345
119.46 sec,Chair,2.066441,-9.407963,0.508662,-0.021627,-0.075316,2.2e-05
119.47 sec,Chair,2.017987,-9.422609,0.523857,-0.030548,-0.096013,-0.000526
119.48 sec,Chair,1.917814,-9.446493,0.523496,-0.03602,-0.119531,0.001056
119.49 sec,Chair,1.96595,-9.471493,0.526833,-0.039387,-0.147609,0.005132
119.5 sec,Chair,2.018325,-9.443071,0.519901,-0.038607,-0.170163,0.013111
119.51 sec,Chair,2.086553,-9.465545,0.485002,-0.045154,-0.192356,0.019043
119.52 sec,Chair,2.02978,-9.48962,0.442917,-0.045823,-0.201903,0.026372
119.53 sec,Chair,1.976448,-9.499415,0.420397,-0.043326,-0.213051,0.021885
119.54 sec,Chair,1.870658,-9.55751,0.412806,-0.044089,-0.234063,0.017345
119.55 sec,Chair,1.746579,-9.539603,0.384199,-0.042921,-0.258155,0.006334
119.56 sec,Chair,1.791236,-9.598497,0.378689,-0.047747,-0.294673,-0.005935
119.57 sec,Chair,1.925517,-9.568727,0.411849,-0.055195,-0.319741,-0.013511
119.58 sec,Chair,2.140496,-9.625689,0.367612,-0.061181,-0.331515,-0.00952
