Time,GeneralEvent,Forehead_Acc_X,Forehead_Acc_Y,Forehead_Acc_Z,Forehead_Gyr_X,Forehead_Gyr_Y,Forehead_Gyr_Z
24.75 sec,Standing,1.533852,-9.565003,1.093272,0.043417,0.043878,0.005046
24.76 sec,Standing,1.415957,-9.536481,1.1562,0.040358,0.049358,0.001739
24.77 sec,Standing,1.347096,-9.372262,1.209569,0.024405,0.047979,-0.003159
24.78 sec,Standing,1.269029,-9.385917,1.173021,-0.004902,0.034883,-0.0098
24.79 sec,Standing,1.206172,-9.464075,1.174109,-0.02583,0.021513,-0.010198
24.8 sec,Standing,1.245624,-9.657127,1.115964,-0.036783,0.007389,-0.01806
24.81 sec,Standing,1.292602,-9.672479,1.057016,-0.031476,-0.002345,-0.021857
24.82 sec,Standing,1.387849,-9.696276,0.996463,-0.034633,-0.009172,-0.020683
24.83 sec,Standing,1.55184,-9.752835,0.946982,-0.032781,-0.013806,-0.015731
24.84 sec,Standing,1.607402,-9.728114,0.948702,-0.031019,-0.006652,-0.010631
24.85 sec,Standing,1.685844,-9.845284,0.922862,-0.024861,-0.004011,-0.002895
24.86 sec,Standing,1.695512,-9.785339,0.880028,-0.015166,0.006512,-0.005578
24.87 sec,Standing,1.693227,-9.674534,0.953676,-0.01172,0.017018,-0.004774
24.88 sec,Standing,1.602922,-9.755115,0.901519,-0.01318,0.02848,-0.001151
24.89 sec,Standing,1.617299,-9.819541,0.941146,-0.005658,0.031441,0.003118
24.9 sec,Standing,1.563617,-9.562572,0.957017,-0.000754,0.030479,0.000298
24.91 sec,Standing,1.574734,-9.647074,1.010076,-0.022687,0.033405,0.003643
24.92 sec,Standing,1.549664,-9.767263,0.9136,-0.033512,0.0367,0.006299
24.93 sec,Standing,1.488399,-9.832471,0.933619,-0.020745,0.041069,0.00412
24.94 sec,Standing,1.502953,-9.739292,0.898346,-0.014865,0.039368,0.007081
24.95 sec,Standing,1.508782,-9.575354,0.965473,-0.014621,0.038583,-0.003159
24.96 sec,Standing,1.406158,-9.591892,0.95992,-0.034858,0.035029,0.004126
24.97 sec,Standing,1.402686,-9.605525,0.936747,-0.034417,0.02562,0.000333
24.98 sec,Standing,1.446949,-9.648039,1.013189,-0.042459,0.019092,0.001494
24.99 sec,Standing,1.470667,-9.645985,0.974631,-0.044614,0.010872,0.005623
25 sec,Standing,1.503036,-9.604216,0.996852,-0.042737,0.005587,0.007767
25.01 sec,Standing,1.538042,-9.549323,1.039114,-0.050206,0.0064,0.012881
25.02 sec,Standing,1.581473,-9.702477,0.95042,-0.060802,-0.000262,0.016341
25.03 sec,Standing,1.525377,-9.721222,0.905964,-0.050049,0.012636,0.026079
25.04 sec,Standing,1.558578,-9.804004,0.920468,-0.040535,0.00772,0.021286
25.05 sec,Standing,1.571262,-9.855426,0.889292,-0.03015,0.013822,0.022446
25.06 sec,Standing,1.593085,-9.729793,0.948406,-0.016389,0.017464,0.026085
25.07 sec,Standing,1.549163,-9.544221,0.949435,-0.020997,0.021418,0.028063
25.08 sec,Standing,1.548651,-9.538716,1.001353,-0.034107,0.028221,0.034986
25.09 sec,Standing,1.587545,-9.444201,1.01744,-0.055749,0.033457,0.03463
25.1 sec,Standing,1.509124,-9.445596,0.993494,-0.077194,0.039227,0.029643
25.11 sec,Standing,1.496491,-9.500321,0.99206,-0.104079,0.041691,0.030074
25.12 sec,Standing,1.404524,-9.843022,0.893435,-0.105823,0.048096,0.026094
25.13 sec,Standing,1.452541,-9.970069,0.840035,-0.10875,0.040496,0.016963
25.14 sec,Standing,1.337765,-10.307772,0.741861,-0.079027,0.041125,0.013401
25.15 sec,Standing,1.255708,-10.33454,0.676291,-0.052839,0.028849,0.005189
25.16 sec,Standing,1.267052,-10.398489,0.624308,-0.017544,0.011252,0.004263
25.17 sec,Standing,1.302992,-10.329341,0.604258,0.020815,0.002382,0.010644
25.18 sec,Standing,1.35029,-10.207809,0.669728,0.059381,-0.005938,0.012404
25.19 sec,Standing,1.350486,-9.933051,0.734007,0.073389,-0.012228,0.016878
25.2 sec,Standing,1.373921,-10.068444,0.765999,0.074923,-0.016194,0.032036
25.21 sec,Standing,1.35625,-10.140634,0.707064,0.113019,-0.020245,0.022555
25.22 sec,Standing,1.402586,-9.742916,0.748438,0.121813,-0.020127,0.016775
25.23 sec,Standing,1.45906,-9.305542,0.849682,0.107623,-0.020105,-0.000937
25.24 sec,Standing,1.432568,-9.712585,0.773662,0.064059,-0.013247,-0.003677
25.25 sec,Standing,1.414548,-9.68815,0.855751,0.082407,-0.013619,-0.002006
25.26 sec,Standing,1.454761,-9.605193,0.862561,0.073665,-0.015731,-0.004673
25.27 sec,Standing,1.459111,-9.846161,0.821147,0.085804,-0.013034,0.00704
25.28 sec,Standing,1.45009,-9.76131,0.864728,0.102994,-0.013872,0.004731
25.29 sec,Standing,1.486143,-9.698236,0.888067,0.116884,-0.00914,0.006526
25.3 sec,Standing,1.366398,-9.537861,0.930296,0.12476,-0.015011,0.009807
25.31 sec,Standing,1.300235,-9.359598,1.011269,0.117299,-0.02534,0.017549
25.32 sec,Standing,1.262217,-9.421031,1.007951,0.088718,-0.039671,0.021196
25.33 sec,Standing,1.295529,-9.515709,1.10258,0.082429,-0.054614,0.017927
25.34 sec,Standing,1.270349,-9.504103,1.076251,0.077825,-0.061126,0.025354
25.35 sec,Standing,1.38544,-9.55875,1.15981,0.057285,-0.073384,0.01568
25.36 sec,Standing,1.440771,-9.658133,1.162755,0.054863,-0.071689,0.018957
25.37 sec,Standing,1.569594,-9.639613,1.223446,0.042115,-0.056407,0.004568
25.38 sec,Standing,1.580878,-9.716843,1.246453,0.031092,-0.043124,0.00635
25.39 sec,Standing,1.584374,-9.690077,1.201139,0.028026,-0.026506,0.000351
25.4 sec,Standing,1.613666,-9.811545,1.250396,0.023108,-0.00459,-0.007807
25.41 sec,Standing,1.579208,-9.742021,1.301627,0.037029,0.009957,-0.01435
25.42 sec,Standing,1.59011,-9.694556,1.331691,0.02894,0.025067,-0.02132
25.43 sec,Standing,1.51847,-9.55624,1.343253,0.027484,0.031395,-0.032729
25.44 sec,Standing,1.63248,-9.486424,1.342545,0.02598,0.044164,-0.023558
25.45 sec,Standing,1.634108,-9.4729,1.277308,0.011918,0.05316,-0.016806
25.46 sec,Standing,1.58333,-9.464452,1.192227,0.000763,0.059291,0.004462
25.47 sec,Standing,1.496391,-9.642966,1.088365,-0.000242,0.065798,0.01646
25.48 sec,Standing,1.36986,-9.759628,0.97814,-0.004559,0.063671,0.028676
25.49 sec,Standing,1.324033,-9.849118,0.926849,0.01142,0.062962,0.025177
25.5 sec,Standing,1.254418,-9.940498,0.911025,0.015877,0.056442,0.019428
25.51 sec,Standing,1.19271,-9.860586,0.928872,0.034919,0.049583,0.016468
25.52 sec,Standing,1.230121,-9.791094,0.999672,0.046435,0.040467,0.012052
25.53 sec,Standing,1.210322,-9.759449,1.045726,0.05014,0.029894,0.016398
25.54 sec,Standing,1.245721,-9.69034,1.029711,0.061142,0.027012,0.009143
25.55 sec,Standing,1.220686,-9.566728,1.164264,0.061679,0.020094,0.009184
25.56 sec,Standing,1.236956,-9.610354,1.196652,0.04682,0.006342,0.009958
25.57 sec,Standing,1.251763,-9.523445,1.199403,0.03476,-0.002979,0.013174
25.58 sec,Standing,1.31984,-9.543701,1.146632,0.029382,-0.006829,0.015847
25.59 sec,Standing,1.347854,-9.52752,1.22148,-0.000654,-0.011969,0.019388
25.6 sec,Standing,1.458005,-9.846441,1.092211,-0.012099,-0.00417,0.018185
25.61 sec,Standing,1.422534,-9.633331,1.130611,-0.011594,0.010441,0.009986
25.62 sec,Standing,1.370367,-9.644625,1.143757,-0.030192,0.018354,0.003679
25.63 sec,Standing,1.293644,-9.789347,1.13046,-0.036804,0.02199,-0.006896
25.64 sec,Standing,1.247433,-10.036432,1.063475,-0.021254,0.026178,-0.018816
25.65 sec,Standing,1.264449,-10.087478,1.035898,0.00444,0.020956,-0.031656
25.66 sec,Standing,1.271072,-10.066959,1.024509,0.038591,0.017241,-0.03726
25.67 sec,Standing,1.270043,-9.955089,1.015528,0.067034,0.006659,-0.039345
25.68 sec,Standing,1.268566,-9.849345,1.042401,0.082825,-0.00569,-0.035475
25.69 sec,Standing,1.312368,-9.634234,1.1086,0.093007,-0.011985,-0.029841
25.7 sec,Standing,1.391369,-9.488344,1.127034,0.087072,-0.01938,-0.021703
25.71 sec,Standing,1.454165,-9.303694,1.239086,0.076086,-0.017178,-0.017271
25.72 sec,Standing,1.558938,-9.148941,1.273776,0.044785,-0.009683,-0.012023
25.73 sec,Standing,1.5084,-9.15946,1.291431,0.014246,0.006355,-0.00471
25.74 sec,Standing,1.493536,-9.114315,1.351628,-0.029189,0.012488,-0.005519
25.75 sec,Standing,1.4798,-9.451322,1.250723,-0.064666,0.025686,-0.004773
25.76 sec,Standing,1.374397,-9.613147,1.161462,-0.067762,0.042214,-0.010883
25.77 sec,Standing,1.379276,-9.987826,1.051329,-0.068866,0.041063,-0.017647
25.78 sec,Standing,1.30358,-10.001967,1.008346,-0.029827,0.04605,-0.034396
25.79 sec,Standing,1.370894,-9.923766,1.00456,-0.011943,0.049111,-0.046816
25.8 sec,Standing,1.318084,-9.836073,1.072676,-0.000804,0.04804,-0.053088
25.81 sec,Standing,1.332737,-9.775868,1.031545,-0.00307,0.037377,-0.052666
25.82 sec,Standing,1.417943,-9.747494,1.091123,0.006609,0.037354,-0.049867
25.83 sec,Standing,1.470148,-9.755353,1.091638,0.013117,0.031245,-0.043046
25.84 sec,Standing,1.545441,-9.773712,1.126716,0.028114,0.035737,-0.040118
25.85 sec,Standing,1.551629,-9.753001,1.116442,0.032937,0.039898,-0.027949
25.86 sec,Standing,1.574674,-9.638385,1.159647,0.042884,0.043555,-0.0232
25.87 sec,Standing,1.605953,-9.614665,1.204098,0.039479,0.046662,-0.022916
25.88 sec,Standing,1.604044,-9.633658,1.222748,0.043527,0.052691,-0.018364
25.89 sec,Standing,1.545006,-9.553161,1.241638,0.049048,0.047965,-0.014518
25.9 sec,Standing,1.500211,-9.530293,1.267298,0.035692,0.05125,-0.009631
25.91 sec,Standing,1.365992,-9.450805,1.265824,0.03445,0.035393,-0.01556
25.92 sec,Standing,1.366738,-9.450407,1.26799,0.003369,0.020094,-0.007669
25.93 sec,Standing,1.400477,-9.677318,1.209659,-0.006826,0.003069,-0.005994
25.94 sec,Standing,1.579673,-9.911442,1.046297,-0.012933,-0.004725,0.006804
25.95 sec,Standing,1.72087,-10.220535,0.939835,0.014447,0.001014,0.008434
25.96 sec,Standing,1.790838,-10.096458,0.878913,0.042667,0.013226,0.00371
25.97 sec,Standing,1.813898,-9.968576,0.942242,0.042691,0.026078,0.001894
25.98 sec,Standing,1.759694,-9.986961,0.907917,0.046888,0.046804,0.005594
25.99 sec,Standing,1.715495,-9.956913,0.98812,0.044997,0.052024,0.003366
26 sec,Standing,1.666653,-9.539852,1.103333,0.056388,0.064257,-0.009335
26.01 sec,Standing,1.61264,-9.298952,1.307567,0.008757,0.066271,-0.006511
26.02 sec,Standing,1.51839,-9.412262,1.338664,-0.014601,0.063405,-0.010174
26.03 sec,Standing,1.535908,-9.456256,1.364799,-0.035644,0.060125,-0.011521
26.04 sec,Standing,1.500013,-9.657217,1.325499,-0.03177,0.051473,-0.006112
26.05 sec,Standing,1.606627,-9.471061,1.271899,-0.024354,0.054372,-0.00184
26.06 sec,Standing,1.608573,-9.595807,1.265088,-0.033597,0.049522,0.003798
26.07 sec,Standing,1.539271,-9.557567,1.215784,-0.028301,0.057163,0.010476
26.08 sec,Standing,1.534273,-9.571764,1.194305,-0.019177,0.056848,0.025375
26.09 sec,Standing,1.468745,-9.506381,1.18552,-0.033366,0.046657,0.020649
26.1 sec,Standing,1.454977,-9.429874,1.160913,-0.050643,0.045739,0.021882
26.11 sec,Standing,1.510245,-9.662085,1.097603,-0.067626,0.04463,0.015681
26.12 sec,Standing,1.523813,-9.852182,1.040811,-0.048002,0.044428,0.013973
26.13 sec,Standing,1.522988,-9.708631,1.028781,-0.036455,0.04884,0.010676
26.14 sec,Standing,1.515416,-9.742599,1.01949,-0.040903,0.053964,0.010735
26.15 sec,Standing,1.456724,-9.925613,0.999298,-0.026129,0.050953,0.00245
26.16 sec,Standing,1.37021,-9.716512,1.104157,-0.021879,0.041486,-0.002354
26.17 sec,Standing,1.357361,-9.651899,1.148964,-0.027907,0.026054,-0.00831
26.18 sec,Standing,1.470704,-9.713354,1.173244,-0.034132,0.015773,0.000687
26.19 sec,Standing,1.538361,-9.608704,1.209241,-0.032819,0.01022,0.014962
26.2 sec,Standing,1.602216,-9.655821,1.198766,-0.047455,0.004691,0.029767
26.21 sec,Standing,1.559153,-9.7393,1.195289,-0.048032,0.00434,0.041809
26.22 sec,Standing,1.550591,-9.899065,1.090946,-0.040205,-0.000773,0.048034
26.23 sec,Standing,1.635971,-9.813023,1.106694,-0.025054,0.004854,0.04924
26.24 sec,Standing,1.639686,-9.904955,1.105716,-0.012262,0.008419,0.044349
26.25 sec,Standing,1.639188,-9.880157,0.970767,0.022878,0.016874,0.043055
26.26 sec,Standing,1.676589,-9.384034,1.137201,0.006487,0.032092,0.02953
26.27 sec,Standing,1.475836,-9.513715,1.160607,-0.003507,0.048176,0.038811
26.28 sec,Standing,1.483167,-9.723303,1.121767,-0.011847,0.049121,0.035253
26.29 sec,Standing,1.353461,-9.735212,1.116308,0.009487,0.049739,0.025536
26.3 sec,Standing,1.382554,-9.699251,1.178386,0.009759,0.047103,0.014349
26.31 sec,Standing,1.309765,-9.679766,1.146411,0.014381,0.04312,0.012459
26.32 sec,Standing,1.270462,-9.479102,1.254913,0.01375,0.037149,0.014174
26.33 sec,Standing,1.236829,-9.38381,1.254953,-0.004389,0.023523,0.008559
26.34 sec,Standing,1.337119,-9.236924,1.319475,-0.033709,0.013403,0.012846
26.35 sec,Standing,1.435421,-9.504782,1.215888,-0.056702,0.005707,0.017488
26.36 sec,Standing,1.525809,-9.543315,1.223841,-0.064108,0.008405,0.023471
26.37 sec,Standing,1.620572,-9.824935,1.09769,-0.068008,0.020127,0.024595
26.38 sec,Standing,1.671659,-9.802126,1.01058,-0.055273,0.040227,0.027285
26.39 sec,Standing,1.678729,-9.881255,0.938772,-0.054065,0.055237,0.030408
26.4 sec,Standing,1.557816,-9.846537,0.955655,-0.03683,0.079864,0.024699
26.41 sec,Standing,1.377497,-9.732094,0.898823,-0.032906,0.093647,0.019951
26.42 sec,Standing,1.274935,-9.603016,1.058549,-0.035234,0.088466,0.007267
26.43 sec,Standing,1.118772,-9.636917,1.008626,-0.038063,0.07915,-0.002736
26.44 sec,Standing,1.078961,-9.312825,1.118321,-0.060379,0.060852,-0.007457
26.45 sec,Standing,1.119406,-9.49993,1.113064,-0.08115,0.044671,-0.014667
26.46 sec,Standing,1.136717,-9.545001,1.133069,-0.080965,0.035493,-0.010954
26.47 sec,Standing,1.157412,-9.570021,1.22725,-0.082583,0.018128,-0.010478
26.48 sec,Standing,1.158158,-9.433359,1.246336,-0.08442,0.005135,0.002144
26.49 sec,Standing,1.18731,-9.543323,1.217382,-0.101464,-0.003192,0.007887
26.5 sec,Standing,1.17395,-9.74871,1.079104,-0.093176,-0.016951,0.013233
26.51 sec,Standing,1.269156,-9.76746,0.982186,-0.090096,-0.023051,0.013811
26.52 sec,Standing,1.381023,-10.098825,0.823825,-0.084513,-0.028402,0.014913
26.53 sec,Standing,1.450392,-10.256894,0.734808,-0.054725,-0.028595,0.008935
26.54 sec,Standing,1.495427,-10.279131,0.622034,-0.025577,-0.018886,0.009472
26.55 sec,Standing,1.602178,-10.237023,0.580187,-0.002097,-0.008729,0.001351
26.56 sec,Standing,1.577619,-10.101489,0.554324,0.016879,0.0096,-0.000141
26.57 sec,Standing,1.517805,-10.021484,0.570566,0.028982,0.021314,0.000615
26.58 sec,Standing,1.447232,-9.863944,0.65606,0.04108,0.033019,0.001367
26.59 sec,Standing,1.311396,-9.790464,0.687407,0.038394,0.043851,0.000903
26.6 sec,Standing,1.103306,-9.703815,0.806296,0.038154,0.040224,-0.001056
26.61 sec,Standing,0.945103,-9.619222,0.89096,0.032971,0.032035,-0.010635
26.62 sec,Standing,0.828587,-9.851879,0.913262,0.022888,0.011408,-0.01853
26.63 sec,Standing,0.836123,-9.82469,0.868946,0.038556,-0.012282,-0.030438
26.64 sec,Standing,0.955962,-9.866201,0.886724,0.043851,-0.038865,-0.037045
26.65 sec,Standing,1.051481,-9.909701,0.850709,0.052719,-0.051538,-0.040926
26.66 sec,Standing,1.111047,-10.015257,0.801767,0.062333,-0.066777,-0.039997
26.67 sec,Standing,1.189717,-10.151734,0.801655,0.082012,-0.079694,-0.039776
26.68 sec,Standing,1.276038,-10.110384,0.804092,0.11812,-0.085401,-0.036118
26.69 sec,Standing,1.389288,-9.784445,0.882127,0.12623,-0.090728,-0.037325
26.7 sec,Standing,1.436394,-9.818076,0.940864,0.127621,-0.082504,-0.026726
26.71 sec,Standing,1.514661,-9.678436,0.99837,0.120062,-0.084845,-0.028324
26.72 sec,Standing,1.59752,-9.649633,1.068544,0.103355,-0.07744,-0.025177
26.73 sec,Standing,1.605178,-9.621327,1.117096,0.089138,-0.066133,-0.014936
26.74 sec,Standing,1.656291,-9.622495,1.090255,0.080148,-0.055272,-0.012049
26.75 sec,Standing,1.630099,-9.637042,1.110399,0.068724,-0.04266,-0.0059
26.76 sec,Standing,1.598562,-9.677933,1.177801,0.066019,-0.028664,0.000154
26.77 sec,Standing,1.518235,-9.711058,1.156995,0.057008,-0.020234,-0.000707
26.78 sec,Standing,1.428644,-9.659532,1.169155,0.061642,-0.011434,-0.00442
26.79 sec,Standing,1.345689,-9.574568,1.18733,0.049611,-0.013503,-0.013413
26.8 sec,Standing,1.284145,-9.513839,1.217662,0.031858,-0.024836,-0.022655
26.81 sec,Standing,1.229341,-9.557809,1.226728,0.0074,-0.040926,-0.028582
26.82 sec,Standing,1.274779,-9.737362,1.19464,0.002092,-0.061357,-0.033467
26.83 sec,Standing,1.399698,-10.02815,1.108632,0.001507,-0.080814,-0.032725
26.84 sec,Standing,1.561903,-9.836229,1.078432,0.031748,-0.095215,-0.026715
26.85 sec,Standing,1.643317,-9.677144,1.111186,0.03091,-0.099236,-0.016622
26.86 sec,Standing,1.741206,-9.693915,1.11202,0.03385,-0.097734,0.002665
26.87 sec,Standing,1.817211,-9.548849,1.124433,0.035204,-0.103999,0.01412
26.88 sec,Standing,1.854259,-9.478931,1.192303,0.031944,-0.079945,0.026635
26.89 sec,Standing,1.830113,-9.467418,1.247807,0.022055,-0.064462,0.033135
26.9 sec,Standing,1.746975,-9.501735,1.223393,0.023136,-0.040849,0.029682
26.91 sec,Standing,1.614312,-9.407763,1.326792,0.020123,-0.025743,0.017914
26.92 sec,Standing,1.511311,-9.423818,1.322488,0.005795,-0.014553,0.004836
26.93 sec,Standing,1.389876,-9.139626,1.354115,0.003669,-0.006469,-0.014256
26.94 sec,Standing,1.393855,-9.407129,1.442716,-0.070531,-0.016466,-0.017708
26.95 sec,Standing,1.326203,-10.053348,1.143091,-0.025366,-0.009593,-0.029348
26.96 sec,Standing,1.415041,-9.585372,1.228166,-0.014253,-0.026674,-0.040313
26.97 sec,Standing,1.448714,-9.963562,1.123345,-0.002252,-0.02394,-0.028589
26.98 sec,Standing,1.529368,-9.948736,1.16331,0.023547,-0.036369,-0.029168
26.99 sec,Standing,1.614297,-10.039379,1.098861,0.051529,-0.034363,-0.020853
27 sec,Standing,1.686264,-10.058756,1.050073,0.080917,-0.028913,-0.009454
27.01 sec,Standing,1.730629,-9.679462,1.093203,0.10723,-0.021216,-0.008017
27.02 sec,Standing,1.760782,-9.379237,1.191836,0.088437,-0.007546,0.003284
27.03 sec,Standing,1.734612,-9.662316,1.218326,0.07467,0.003782,0.006216
27.04 sec,Standing,1.685547,-9.520842,1.284931,0.074457,0.025783,0.000602
27.05 sec,Standing,1.576316,-9.437607,1.33949,0.063242,0.037191,0.001222
27.06 sec,Standing,1.564093,-9.503676,1.333433,0.050055,0.048139,-0.010705
27.07 sec,Standing,1.54949,-9.451409,1.364463,0.031963,0.060112,-0.019858
27.08 sec,Standing,1.440702,-9.508137,1.303315,0.030742,0.070615,-0.026645
27.09 sec,Standing,1.409967,-9.550353,1.280506,0.01129,0.068793,-0.033286
27.1 sec,Standing,1.39568,-9.638204,1.196541,0.012969,0.062387,-0.029225
27.11 sec,Standing,1.411658,-9.562978,1.26415,0.002568,0.054583,-0.031286
27.12 sec,Standing,1.455153,-9.462366,1.160472,-0.008597,0.046054,-0.016659
27.13 sec,Standing,1.446265,-9.239366,1.215459,-0.035914,0.030769,-0.009908
27.14 sec,Standing,1.50138,-9.209014,1.182367,-0.077251,0.023154,-0.0022
27.15 sec,Standing,1.613068,-9.416661,1.122559,-0.112787,0.023421,9.5e-05
27.16 sec,Standing,1.670329,-9.511329,1.079326,-0.118472,0.029393,0.001759
27.17 sec,Standing,1.740389,-9.537631,1.13571,-0.127143,0.0401,-0.002779
27.18 sec,Standing,1.700952,-9.759411,1.101216,-0.123122,0.058182,-0.002897
27.19 sec,Standing,1.649761,-10.047666,1.056412,-0.077275,0.075994,-0.008679
27.2 sec,Standing,1.565804,-9.826274,1.089682,-0.048792,0.087934,-0.020734
27.21 sec,Standing,1.490681,-9.839622,1.135437,-0.027907,0.098978,-0.028687
27.22 sec,Standing,1.314195,-9.72509,1.168277,-0.012071,0.099564,-0.026447
27.23 sec,Standing,1.199572,-9.821768,1.129877,-0.003256,0.086765,-0.030341
27.24 sec,Standing,1.202272,-9.677167,1.122623,0.012329,0.068451,-0.031937
27.25 sec,Standing,1.280304,-9.669445,1.11078,0.015224,0.045927,-0.031426
27.26 sec,Standing,1.407309,-9.524766,1.17806,0.012227,0.025768,-0.031162
27.27 sec,Standing,1.538247,-9.498308,1.204905,-0.008911,0.011031,-0.025197
27.28 sec,Standing,1.70106,-9.712543,1.151608,-0.024953,-0.000384,-0.017251
27.29 sec,Standing,1.841251,-9.766161,1.02091,-0.024331,0.001613,-0.000257
27.3 sec,Standing,1.90281,-9.69438,1.051946,-0.013426,0.006422,0.011342
27.31 sec,Standing,1.99672,-9.430643,0.979465,-0.017751,0.019018,0.022681
27.32 sec,Standing,2.02126,-9.132742,1.067822,-0.053363,0.037581,0.033288
27.33 sec,Standing,1.8926,-9.278337,0.996081,-0.09535,0.056809,0.050077
27.34 sec,Standing,1.773963,-9.218633,1.04758,-0.122599,0.070525,0.054842
27.35 sec,Standing,1.684926,-9.550883,0.971158,-0.158779,0.081638,0.06149
27.36 sec,Standing,1.575008,-9.576281,0.984004,-0.170716,0.086143,0.060877
27.37 sec,Standing,1.528246,-9.806024,0.888724,-0.176152,0.094239,0.058803
27.38 sec,Standing,1.44729,-10.091162,0.746043,-0.157263,0.095842,0.049546
27.39 sec,Standing,1.434698,-9.857413,0.813337,-0.13478,0.090658,0.030709
27.4 sec,Standing,1.469841,-9.783278,0.747106,-0.138236,0.090503,0.024327
27.41 sec,Standing,1.498729,-10.024132,0.654033,-0.132088,0.091034,0.023701
27.42 sec,Standing,1.496431,-10.156388,0.669227,-0.127837,0.089567,0.032974
27.43 sec,Standing,1.609007,-10.762281,0.455845,-0.084742,0.097148,0.019578
27.44 sec,Standing,1.547239,-10.263917,0.513295,-0.032206,0.104285,0.013828
27.45 sec,Standing,1.537074,-10.166906,0.566742,-0.019828,0.111069,0.023048
27.46 sec,Standing,1.427343,-10.059753,0.742453,-0.007565,0.116039,0.031295
27.47 sec,Standing,1.233261,-10.012273,0.76158,-0.008212,0.11004,0.032958
27.48 sec,Standing,1.09815,-9.907098,0.883101,0.000409,0.094451,0.029957
27.49 sec,Standing,1.106696,-9.703274,0.925725,0.001952,0.076532,0.017936
27.5 sec,Standing,1.073768,-9.870199,0.979489,-0.003872,0.060618,0.00905
27.51 sec,Standing,1.18875,-9.911997,0.996468,0.02994,0.0513,0.005902
27.52 sec,Standing,1.22375,-9.849469,1.014969,0.042504,0.051957,0.002035
27.53 sec,Standing,1.205615,-9.804839,1.080821,0.048226,0.043601,-0.003371
27.54 sec,Standing,1.189283,-9.753295,1.113672,0.062169,0.037381,0.001448
27.55 sec,Standing,1.168662,-9.721686,1.160678,0.066032,0.028806,0.006899
27.56 sec,Standing,1.099473,-9.681317,1.2071,0.069691,0.019071,0.014177
27.57 sec,Standing,1.071789,-9.683004,1.247178,0.064624,0.007949,0.021449
27.58 sec,Standing,1.035317,-9.593744,1.286862,0.067877,-0.00654,0.028618
27.59 sec,Standing,0.950144,-9.50248,1.270932,0.056681,-0.018932,0.033637
27.6 sec,Standing,0.965789,-9.533057,1.323587,0.052462,-0.040524,0.031671
27.61 sec,Standing,1.037144,-9.532571,1.3494,0.04675,-0.044872,0.038854
27.62 sec,Standing,1.011012,-9.658811,1.380002,0.039062,-0.055594,0.027774
27.63 sec,Standing,1.017418,-9.756176,1.330241,0.056378,-0.062002,0.015501
27.64 sec,Standing,1.107534,-9.668709,1.356916,0.067658,-0.067896,0.001937
27.65 sec,Standing,1.170898,-9.741003,1.31692,0.078083,-0.073082,-0.017436
27.66 sec,Standing,1.263263,-9.659822,1.291133,0.089656,-0.068718,-0.020601
27.67 sec,Standing,1.324348,-9.751661,1.266407,0.090627,-0.062985,-0.029764
27.68 sec,Standing,1.3516,-9.761474,1.220976,0.098353,-0.06032,-0.032827
27.69 sec,Standing,1.283811,-9.608747,1.2554,0.109588,-0.061399,-0.038916
27.7 sec,Standing,1.272238,-9.424984,1.262447,0.092108,-0.069098,-0.046388
27.71 sec,Standing,1.289786,-9.494409,1.256754,0.07839,-0.087173,-0.049333
27.72 sec,Standing,1.415551,-9.238912,1.314303,0.052766,-0.099901,-0.050065
27.73 sec,Standing,1.496917,-9.09305,1.328635,0.018378,-0.110863,-0.044175
27.74 sec,Standing,1.620229,-9.265546,1.281861,-0.024293,-0.118414,-0.038111
27.75 sec,Standing,1.711085,-9.342945,1.23154,-0.025834,-0.110983,-0.044057
27.76 sec,Standing,1.882586,-9.525123,1.093921,-0.037415,-0.097775,-0.035199
27.77 sec,Standing,1.896986,-9.60938,1.056176,-0.027968,-0.076615,-0.040688
27.78 sec,Standing,1.924762,-9.620344,0.998205,-0.028444,-0.055936,-0.044473
27.79 sec,Standing,1.908516,-9.60268,0.926723,-0.026493,-0.03945,-0.055259
27.8 sec,Standing,1.896111,-9.564268,0.929095,-0.044678,-0.024483,-0.058018
27.81 sec,Standing,1.877074,-9.703564,0.932179,-0.048744,-0.014611,-0.057885
27.82 sec,Standing,1.831747,-9.570914,0.844469,-0.055981,-0.010777,-0.053746
27.83 sec,Standing,1.769448,-9.386754,0.870107,-0.081271,-0.012543,-0.041174
27.84 sec,Standing,1.738775,-9.580315,0.875619,-0.109441,-0.017409,-0.025471
27.85 sec,Standing,1.755289,-9.783165,0.790961,-0.117784,-0.023708,-0.016942
27.86 sec,Standing,1.789209,-10.023555,0.699414,-0.104755,-0.023671,-0.007715
27.87 sec,Standing,1.795608,-10.273037,0.588904,-0.082548,-0.014938,0.005348
27.88 sec,Standing,1.777825,-10.51133,0.536041,-0.03275,-0.001631,0.014781
27.89 sec,Standing,1.578722,-10.366999,0.521314,0.019225,0.001409,0.011474
27.9 sec,Standing,1.552791,-10.369283,0.558717,0.048283,0.005601,0.001571
27.91 sec,Standing,1.550309,-10.244546,0.571815,0.080718,0.004221,-0.012369
27.92 sec,Standing,1.559155,-10.203851,0.553801,0.098421,0.004377,-0.023722
27.93 sec,Standing,1.589547,-9.897764,0.712105,0.115364,0.005475,-0.01743
27.94 sec,Standing,1.550675,-9.98563,0.758191,0.118784,0.004806,-0.013939
27.95 sec,Standing,1.574066,-9.857261,0.830561,0.129233,-0.000879,-0.01278
