Time,GeneralEvent,Forehead_Acc_X,Forehead_Acc_Y,Forehead_Acc_Z,Forehead_Gyr_X,Forehead_Gyr_Y,Forehead_Gyr_Z
10.92 sec,Standing,1.523753,-10.265768,1.879017,0.546809,3.488877,-1.204035
10.93 sec,Standing,0.742982,-10.239334,1.697549,0.570902,3.589464,-1.291602
10.94 sec,Standing,0.157227,-10.238167,1.635955,0.590916,3.634161,-1.356989
10.95 sec,Standing,-0.301372,-10.134252,1.691227,0.604103,3.644081,-1.384924
10.96 sec,Standing,-0.681876,-10.157484,1.849166,0.603716,3.617512,-1.383978
10.97 sec,Standing,-0.935102,-10.216775,1.910241,0.630779,3.580832,-1.364062
10.98 sec,Standing,-1.259907,-10.022752,2.020623,0.645999,3.519441,-1.337325
10.99 sec,Standing,-1.411978,-10.006932,2.092337,0.671387,3.441895,-1.299329
11 sec,Standing,-1.551393,-9.822541,2.250058,0.704262,3.356542,-1.246251
11.01 sec,Standing,-1.700876,-9.570883,2.290934,0.725838,3.26587,-1.204051
11.02 sec,Standing,-1.848573,-9.339509,2.420979,0.727287,3.161768,-1.161573
11.03 sec,Standing,-1.906808,-9.150909,2.552301,0.71521,3.044109,-1.130922
11.04 sec,Standing,-1.972037,-9.033058,2.694954,0.694574,2.922429,-1.107422
11.05 sec,Standing,-1.914087,-8.931982,2.831422,0.677672,2.805798,-1.086123
11.06 sec,Standing,-1.918762,-8.830545,2.97481,0.64716,2.687186,-1.06399
11.07 sec,Standing,-1.932315,-8.679292,3.138866,0.602111,2.576975,-1.040017
11.08 sec,Standing,-1.923932,-8.715049,3.286976,0.554954,2.472239,-1.006054
11.09 sec,Standing,-1.95287,-8.772079,3.452675,0.525354,2.358793,-0.957755
11.1 sec,Standing,-2.02951,-8.739986,3.52459,0.489126,2.250331,-0.904701
11.11 sec,Standing,-2.134452,-8.690505,3.57387,0.455839,2.136535,-0.838501
11.12 sec,Standing,-2.335334,-8.600817,3.610328,0.419766,2.008891,-0.770731
11.13 sec,Standing,-2.517093,-8.531383,3.65692,0.377998,1.86397,-0.706482
11.14 sec,Standing,-2.503484,-8.582531,3.728669,0.33446,1.717787,-0.652505
11.15 sec,Standing,-2.521209,-8.566191,3.803271,0.304109,1.57798,-0.60065
11.16 sec,Standing,-2.471032,-8.571039,3.872526,0.283032,1.442399,-0.554341
11.17 sec,Standing,-2.406096,-8.532689,3.96356,0.248868,1.312396,-0.539683
11.18 sec,Standing,-2.206957,-8.637678,4.030943,0.233049,1.209059,-0.522122
11.19 sec,Standing,-1.998637,-8.628817,4.100037,0.227775,1.127079,-0.515898
11.2 sec,Standing,-1.738511,-8.52194,4.113553,0.217746,1.062463,-0.511803
11.21 sec,Standing,-1.509808,-8.437535,4.144372,0.183943,1.02317,-0.512918
11.22 sec,Standing,-1.318853,-8.487805,4.196095,0.168381,1.001101,-0.514724
11.23 sec,Standing,-1.215521,-8.48958,4.260433,0.146646,0.995955,-0.528813
11.24 sec,Standing,-1.12573,-8.639023,4.234412,0.135107,0.992387,-0.539054
11.25 sec,Standing,-1.161591,-8.695411,4.259359,0.133971,0.994448,-0.537829
11.26 sec,Standing,-1.143178,-8.643247,4.256813,0.129908,0.988334,-0.545131
11.27 sec,Standing,-1.161045,-8.638263,4.255582,0.122147,0.977027,-0.55706
11.28 sec,Standing,-1.248395,-8.616681,4.249953,0.114082,0.961798,-0.569892
11.29 sec,Standing,-1.3385,-8.618576,4.231904,0.100138,0.933118,-0.581484
11.3 sec,Standing,-1.441505,-8.585587,4.197523,0.085753,0.889294,-0.590847
11.31 sec,Standing,-1.490487,-8.543457,4.174083,0.067976,0.839357,-0.586284
11.32 sec,Standing,-1.410316,-8.584329,4.217321,0.045831,0.778923,-0.595455
11.33 sec,Standing,-1.299577,-8.645707,4.176575,0.03073,0.72966,-0.588637
11.34 sec,Standing,-1.181036,-8.538564,4.18216,0.005966,0.690998,-0.584803
11.35 sec,Standing,-1.037874,-8.535286,4.228286,-0.026311,0.653633,-0.580257
11.36 sec,Standing,-0.881154,-8.589894,4.278429,-0.053654,0.628705,-0.580611
11.37 sec,Standing,-0.793806,-8.863268,4.354423,-0.078164,0.608781,-0.567584
11.38 sec,Standing,-0.633524,-9.537416,4.46025,-0.052388,0.610781,-0.535972
11.39 sec,Standing,-0.547183,-10.129199,4.483646,0.054097,0.632437,-0.469051
11.4 sec,Standing,-0.521797,-10.227553,4.478222,0.213987,0.655563,-0.418105
11.41 sec,Standing,-0.500146,-9.864301,4.496746,0.346652,0.677895,-0.377032
11.42 sec,Standing,-0.487026,-9.55294,4.471085,0.421875,0.689977,-0.349626
11.43 sec,Standing,-0.56431,-9.433647,4.481386,0.475068,0.695915,-0.342008
11.44 sec,Standing,-0.617025,-9.472253,4.486973,0.525225,0.69456,-0.331609
11.45 sec,Standing,-0.640258,-9.245048,4.561138,0.585144,0.692774,-0.331241
11.46 sec,Standing,-0.685948,-9.167343,4.623618,0.635135,0.695184,-0.329728
11.47 sec,Standing,-0.630093,-9.046627,4.7051,0.700725,0.691676,-0.31206
11.48 sec,Standing,-0.635634,-8.48333,4.762646,0.746801,0.708581,-0.300025
11.49 sec,Standing,-0.746795,-8.078976,4.832584,0.753963,0.709809,-0.304227
11.5 sec,Standing,-0.795006,-7.730134,5.025857,0.739091,0.701204,-0.312881
11.51 sec,Standing,-0.870555,-7.564822,5.21592,0.703337,0.693893,-0.330486
11.52 sec,Standing,-0.941786,-7.414369,5.369272,0.662858,0.679772,-0.355577
11.53 sec,Standing,-1.014434,-7.310885,5.499737,0.617361,0.662199,-0.375405
11.54 sec,Standing,-1.00897,-7.186498,5.628599,0.563917,0.642987,-0.401094
11.55 sec,Standing,-1.050465,-7.059336,5.740261,0.496615,0.616432,-0.405731
11.56 sec,Standing,-1.109946,-7.062994,5.768315,0.433192,0.585566,-0.414067
11.57 sec,Standing,-1.14363,-7.027123,5.814093,0.362591,0.544366,-0.41094
11.58 sec,Standing,-1.18235,-7.049444,5.860538,0.282621,0.499656,-0.40323
11.59 sec,Standing,-1.174546,-7.147145,5.810171,0.212453,0.453033,-0.385746
11.6 sec,Standing,-1.201089,-7.262258,5.793648,0.147434,0.399267,-0.365522
11.61 sec,Standing,-1.087627,-7.343958,5.748701,0.087521,0.343966,-0.341586
11.62 sec,Standing,-0.917795,-7.446595,5.685024,0.043126,0.296565,-0.316315
11.63 sec,Standing,-0.748133,-7.460446,5.731532,-0.016311,0.266297,-0.277186
11.64 sec,Standing,-0.548246,-7.560468,5.647307,-0.065973,0.24676,-0.23595
11.65 sec,Standing,-0.451763,-7.617419,5.570084,-0.118915,0.243209,-0.201408
11.66 sec,Standing,-0.355998,-7.678797,5.570013,-0.174356,0.242019,-0.172427
11.67 sec,Standing,-0.357624,-7.859587,5.519761,-0.220799,0.246286,-0.158895
11.68 sec,Standing,-0.257435,-8.085837,5.457085,-0.230193,0.25627,-0.148652
11.69 sec,Standing,-0.287009,-8.025729,5.373807,-0.234839,0.276763,-0.140267
11.7 sec,Standing,-0.275152,-8.046263,5.301139,-0.26372,0.28918,-0.140411
11.71 sec,Standing,-0.296738,-8.174418,5.229807,-0.282916,0.299926,-0.145988
11.72 sec,Standing,-0.404333,-8.292246,5.185989,-0.293307,0.321125,-0.137208
11.73 sec,Standing,-0.532091,-8.477279,5.108488,-0.277849,0.323677,-0.130916
11.74 sec,Standing,-0.672441,-8.432822,5.114412,-0.268662,0.318068,-0.127102
11.75 sec,Standing,-0.701917,-8.568166,5.062086,-0.248873,0.307966,-0.120136
11.76 sec,Standing,-0.734439,-8.511185,5.057278,-0.231646,0.287696,-0.111009
11.77 sec,Standing,-0.681834,-8.613172,5.076507,-0.219311,0.280494,-0.092484
11.78 sec,Standing,-0.587103,-8.644275,5.057517,-0.203795,0.263154,-0.066402
11.79 sec,Standing,-0.562445,-8.720241,5.080239,-0.188944,0.266103,-0.036598
11.8 sec,Standing,-0.544204,-8.699206,5.058699,-0.160893,0.256927,-0.012358
11.81 sec,Standing,-0.542203,-8.716792,5.073864,-0.132268,0.256919,0.014878
11.82 sec,Standing,-0.488542,-8.726839,5.086521,-0.097377,0.258632,0.03801
11.83 sec,Standing,-0.538426,-8.715388,5.099987,-0.068173,0.258463,0.055376
11.84 sec,Standing,-0.545703,-8.581371,5.014528,-0.035943,0.262453,0.061855
11.85 sec,Standing,-0.642206,-8.563933,5.016209,-0.017431,0.255554,0.051567
11.86 sec,Standing,-0.700016,-8.506681,4.99373,0.003636,0.252151,0.045779
11.87 sec,Standing,-0.722075,-8.364536,4.964389,0.010226,0.241722,0.033809
11.88 sec,Standing,-0.786273,-8.292673,4.972955,0.007866,0.224231,0.009924
11.89 sec,Standing,-0.818343,-8.313419,4.954804,0.010146,0.212344,-0.008688
11.9 sec,Standing,-0.882277,-8.296246,4.966707,0.003821,0.187089,-0.034811
11.91 sec,Standing,-0.849057,-8.257888,4.940102,-0.004121,0.161138,-0.058028
11.92 sec,Standing,-0.879211,-8.189281,4.955625,-0.017454,0.13443,-0.070121
11.93 sec,Standing,-0.806937,-8.241278,4.96044,-0.040385,0.101798,-0.078463
11.94 sec,Standing,-0.797594,-8.28613,4.997758,-0.056753,0.081436,-0.074288
11.95 sec,Standing,-0.744406,-8.360851,4.98293,-0.068231,0.060344,-0.060406
11.96 sec,Standing,-0.695018,-8.390418,4.985042,-0.074778,0.035746,-0.042931
11.97 sec,Standing,-0.676379,-8.376713,4.936285,-0.078367,0.013196,-0.023392
11.98 sec,Standing,-0.586357,-8.364178,4.972365,-0.093204,-0.006598,0.002378
11.99 sec,Standing,-0.546198,-8.426257,4.984728,-0.105795,-0.018474,0.027873
12 sec,Standing,-0.441145,-8.519194,4.953594,-0.111794,-0.024633,0.047899
12.01 sec,Standing,-0.445043,-8.524715,4.943737,-0.122212,-0.026815,0.073461
12.02 sec,Standing,-0.441255,-8.422033,4.926652,-0.131115,-0.024662,0.096808
12.03 sec,Standing,-0.457586,-8.485714,4.858673,-0.144764,-0.025413,0.109744
12.04 sec,Standing,-0.426079,-8.549742,4.866625,-0.14619,-0.017638,0.128909
12.05 sec,Standing,-0.428772,-8.547069,4.833432,-0.140218,-0.010923,0.150383
12.06 sec,Standing,-0.510309,-8.54797,4.795841,-0.138641,-0.003924,0.165499
12.07 sec,Standing,-0.521842,-8.598723,4.76617,-0.13061,0.003888,0.182001
12.08 sec,Standing,-0.601446,-8.618084,4.780326,-0.116124,0.012504,0.199892
12.09 sec,Standing,-0.674085,-8.627458,4.774483,-0.106237,0.015578,0.212454
12.1 sec,Standing,-0.734443,-8.572616,4.745867,-0.095543,0.023939,0.238549
12.11 sec,Standing,-0.868094,-8.540114,4.763782,-0.087622,0.022091,0.255357
12.12 sec,Standing,-0.996877,-8.522421,4.692528,-0.082664,0.019059,0.275847
12.13 sec,Standing,-1.149762,-8.431486,4.700267,-0.082513,0.003702,0.297419
12.14 sec,Standing,-1.297819,-8.333258,4.626893,-0.105836,-0.023691,0.312081
12.15 sec,Standing,-1.368414,-8.426757,4.644391,-0.119207,-0.052508,0.332831
12.16 sec,Standing,-1.445171,-8.499563,4.611043,-0.1243,-0.08625,0.356405
12.17 sec,Standing,-1.489532,-8.398456,4.60949,-0.133662,-0.126057,0.377931
12.18 sec,Standing,-1.463251,-8.470026,4.648232,-0.149821,-0.155905,0.400173
12.19 sec,Standing,-1.472777,-8.572947,4.629486,-0.15909,-0.190135,0.4206
12.2 sec,Standing,-1.43863,-8.636538,4.645984,-0.16178,-0.220279,0.424063
12.21 sec,Standing,-1.386792,-8.682425,4.620669,-0.158131,-0.241773,0.436089
12.22 sec,Standing,-1.329962,-8.771791,4.636514,-0.143504,-0.251641,0.444712
12.23 sec,Standing,-1.248454,-8.788985,4.609635,-0.122649,-0.247905,0.446075
12.24 sec,Standing,-1.230527,-8.817504,4.609578,-0.102264,-0.241775,0.444465
12.25 sec,Standing,-1.263688,-8.772616,4.563831,-0.085068,-0.228123,0.431465
12.26 sec,Standing,-1.299225,-8.75727,4.590429,-0.069665,-0.214848,0.410201
12.27 sec,Standing,-1.338428,-8.742402,4.558835,-0.054235,-0.210545,0.387094
12.28 sec,Standing,-1.398363,-8.678502,4.539669,-0.044378,-0.19965,0.365416
12.29 sec,Standing,-1.419961,-8.675416,4.538862,-0.038469,-0.19584,0.339318
12.3 sec,Standing,-1.471701,-8.699648,4.542381,-0.026377,-0.194783,0.321622
12.31 sec,Standing,-1.481251,-8.664624,4.532069,-0.014142,-0.189366,0.310432
12.32 sec,Standing,-1.507864,-8.669255,4.555214,-0.002761,-0.190369,0.302249
12.33 sec,Standing,-1.483983,-8.605987,4.543459,0.015317,-0.184681,0.30223
12.34 sec,Standing,-1.533331,-8.60523,4.56127,0.023523,-0.181247,0.306679
12.35 sec,Standing,-1.521425,-8.580031,4.643351,0.038138,-0.171324,0.302393
12.36 sec,Standing,-1.541528,-8.618151,4.630548,0.051107,-0.167056,0.305612
12.37 sec,Standing,-1.582721,-8.606473,4.630583,0.066037,-0.162115,0.298117
12.38 sec,Standing,-1.608155,-8.584558,4.670183,0.080975,-0.157179,0.290613
12.39 sec,Standing,-1.636427,-8.62928,4.682261,0.094146,-0.151905,0.280615
12.4 sec,Standing,-1.673511,-8.57047,4.70538,0.115969,-0.14782,0.271904
12.41 sec,Standing,-1.676735,-8.484671,4.725156,0.118684,-0.142826,0.257749
12.42 sec,Standing,-1.696754,-8.453491,4.687653,0.117352,-0.141248,0.239964
12.43 sec,Standing,-1.775146,-8.385559,4.696263,0.107388,-0.138395,0.220912
12.44 sec,Standing,-1.788421,-8.310802,4.676276,0.097383,-0.144742,0.19223
12.45 sec,Standing,-1.842383,-8.293912,4.6718,0.08514,-0.145569,0.172067
12.46 sec,Standing,-1.824245,-8.269586,4.6976,0.068756,-0.151606,0.147943
12.47 sec,Standing,-1.79521,-8.238281,4.700664,0.051536,-0.155584,0.122969
12.48 sec,Standing,-1.718384,-8.21781,4.716679,0.034507,-0.154031,0.099111
12.49 sec,Standing,-1.679692,-8.210119,4.76687,0.02552,-0.149254,0.08174
12.5 sec,Standing,-1.636343,-8.262602,4.76654,0.012072,-0.143514,0.058209
12.51 sec,Standing,-1.611057,-8.266131,4.776713,0.005827,-0.137414,0.044921
12.52 sec,Standing,-1.540919,-8.295413,4.71026,-0.001707,-0.118083,0.031728
12.53 sec,Standing,-1.543251,-8.362574,4.683861,-0.002175,-0.107687,0.019136
12.54 sec,Standing,-1.509884,-8.470112,4.68367,0.002893,-0.089858,0.010023
12.55 sec,Standing,-1.490866,-8.652924,4.677492,0.017687,-0.07288,0.009083
12.56 sec,Standing,-1.540129,-8.709076,4.63929,0.046268,-0.063844,0.015629
12.57 sec,Standing,-1.601385,-8.698856,4.513185,0.080319,-0.049235,0.025267
12.58 sec,Standing,-1.607438,-8.67307,4.472321,0.108464,-0.059929,0.025717
12.59 sec,Standing,-1.639655,-8.686346,4.40855,0.138356,-0.063124,0.018962
12.6 sec,Standing,-1.695244,-8.81824,4.514596,0.155924,-0.071003,0.010373
12.61 sec,Standing,-1.718441,-9.020933,4.470597,0.200534,-0.080632,0.012666
12.62 sec,Standing,-1.698073,-8.889798,4.516314,0.2478,-0.090932,0.018625
12.63 sec,Standing,-1.724732,-8.858106,4.564988,0.279061,-0.098355,0.021349
12.64 sec,Standing,-1.678647,-8.876154,4.597981,0.315369,-0.105661,0.033853
12.65 sec,Standing,-1.66332,-8.784263,4.634561,0.355023,-0.105788,0.049343
12.66 sec,Standing,-1.696937,-8.62064,4.707829,0.383082,-0.114498,0.063583
12.67 sec,Standing,-1.687158,-8.570571,4.730668,0.403868,-0.114936,0.071438
12.68 sec,Standing,-1.670495,-8.455754,4.861758,0.424381,-0.124912,0.069768
12.69 sec,Standing,-1.741937,-8.385674,4.999098,0.433273,-0.131649,0.065671
12.7 sec,Standing,-1.7208,-8.329231,5.083494,0.435991,-0.142226,0.049915
12.71 sec,Standing,-1.688747,-8.181095,5.201066,0.437197,-0.149052,0.024581
12.72 sec,Standing,-1.627584,-7.988688,5.259301,0.421948,-0.152082,-0.007196
12.73 sec,Standing,-1.565209,-7.908102,5.332254,0.389521,-0.152162,-0.041228
12.74 sec,Standing,-1.438097,-7.824483,5.371599,0.358829,-0.144815,-0.082617
12.75 sec,Standing,-1.329111,-7.802756,5.435169,0.31533,-0.128056,-0.108985
12.76 sec,Standing,-1.149646,-7.77118,5.442695,0.286977,-0.09881,-0.134271
12.77 sec,Standing,-0.981138,-7.795758,5.534269,0.251873,-0.057308,-0.146515
12.78 sec,Standing,-0.883718,-7.893704,5.549251,0.222784,-0.01076,-0.152623
12.79 sec,Standing,-0.775837,-8.026555,5.583887,0.21193,0.047519,-0.142987
12.8 sec,Standing,-0.846032,-8.009761,5.601729,0.207476,0.099485,-0.12784
12.81 sec,Standing,-0.866246,-7.994836,5.610536,0.210422,0.14454,-0.113746
12.82 sec,Standing,-1.016798,-8.011692,5.591312,0.21049,0.181601,-0.099159
12.83 sec,Standing,-1.137403,-8.003019,5.564016,0.217921,0.205151,-0.081058
12.84 sec,Standing,-1.287761,-7.950256,5.566503,0.222177,0.226884,-0.064864
12.85 sec,Standing,-1.351695,-7.960136,5.581643,0.22187,0.233971,-0.053847
12.86 sec,Standing,-1.464404,-7.875208,5.552939,0.224582,0.245678,-0.046081
12.87 sec,Standing,-1.549646,-7.83454,5.574678,0.221882,0.242924,-0.044685
12.88 sec,Standing,-1.589201,-7.801887,5.610451,0.224076,0.246323,-0.043785
12.89 sec,Standing,-1.610922,-7.733629,5.608456,0.209832,0.246994,-0.044928
12.9 sec,Standing,-1.607341,-7.842417,5.672781,0.205882,0.259378,-0.043755
12.91 sec,Standing,-1.57478,-7.862618,5.692425,0.203948,0.268132,-0.042782
12.92 sec,Standing,-1.633736,-7.842859,5.770023,0.207961,0.288352,-0.040255
12.93 sec,Standing,-1.640471,-7.848694,5.752404,0.210204,0.302747,-0.048846
12.94 sec,Standing,-1.743677,-7.798849,5.73983,0.206627,0.309305,-0.058466
12.95 sec,Standing,-1.800585,-7.757099,5.741918,0.208025,0.313084,-0.072046
12.96 sec,Standing,-1.901954,-7.708206,5.727675,0.20313,0.305014,-0.085086
12.97 sec,Standing,-1.943378,-7.700668,5.75154,0.200272,0.296095,-0.103424
12.98 sec,Standing,-2.009524,-7.650865,5.722087,0.199408,0.277189,-0.117247
12.99 sec,Standing,-2.037643,-7.638351,5.723912,0.199579,0.252074,-0.138378
13 sec,Standing,-2.027718,-7.5537,5.732615,0.200439,0.229269,-0.150183
13.01 sec,Standing,-2.018162,-7.516302,5.727851,0.194433,0.206729,-0.166525
13.02 sec,Standing,-2.004021,-7.432781,5.736179,0.18301,0.184787,-0.17713
13.03 sec,Standing,-2.011568,-7.370417,5.728589,0.163807,0.164065,-0.198991
13.04 sec,Standing,-1.948,-7.42864,5.770713,0.144167,0.136653,-0.214077
13.05 sec,Standing,-1.92885,-7.395916,5.762881,0.124694,0.114737,-0.228396
13.06 sec,Standing,-1.851469,-7.450675,5.781355,0.100613,0.09146,-0.236005
13.07 sec,Standing,-1.77356,-7.529531,5.792684,0.09225,0.076736,-0.230657
13.08 sec,Standing,-1.721848,-7.590682,5.743082,0.082011,0.053126,-0.229059
13.09 sec,Standing,-1.630451,-7.593368,5.751877,0.07886,0.035906,-0.216411
13.1 sec,Standing,-1.605284,-7.695367,5.761626,0.070605,0.016016,-0.200647
13.11 sec,Standing,-1.501445,-7.753548,5.787701,0.064546,-0.001899,-0.184206
13.12 sec,Standing,-1.465417,-7.779141,5.794513,0.05563,-0.015059,-0.163243
13.13 sec,Standing,-1.365963,-7.775613,5.780275,0.046219,-0.026965,-0.151071
13.14 sec,Standing,-1.331903,-7.825113,5.779427,0.034049,-0.03567,-0.123484
13.15 sec,Standing,-1.283726,-7.75515,5.706579,0.008486,-0.047477,-0.107681
13.16 sec,Standing,-1.218318,-7.732943,5.70823,-0.017408,-0.054112,-0.089037
13.17 sec,Standing,-1.201246,-7.800654,5.665083,-0.048081,-0.057948,-0.079771
13.18 sec,Standing,-1.178618,-7.837059,5.685154,-0.070205,-0.063176,-0.069085
13.19 sec,Standing,-1.153047,-7.877716,5.622751,-0.08938,-0.06765,-0.062172
13.2 sec,Standing,-1.145076,-7.907292,5.60951,-0.101689,-0.067791,-0.055616
13.21 sec,Standing,-1.083031,-7.936964,5.590201,-0.108949,-0.070713,-0.05292
13.22 sec,Standing,-1.067939,-8.008223,5.540624,-0.11009,-0.064437,-0.04564
13.23 sec,Standing,-1.02476,-8.02599,5.571447,-0.101275,-0.054542,-0.031599
13.24 sec,Standing,-1.01757,-8.187319,5.577075,-0.088589,-0.038437,-0.019324
13.25 sec,Standing,-1.053684,-8.273986,5.506302,-0.059562,-0.023829,0.000191
13.26 sec,Standing,-1.075752,-8.250209,5.500904,-0.034436,-0.010954,0.016537
13.27 sec,Standing,-1.154089,-8.225317,5.502854,-0.009755,-0.00392,0.034219
13.28 sec,Standing,-1.220597,-8.231029,5.530583,0.018738,0.003798,0.049375
13.29 sec,Standing,-1.312132,-8.279414,5.538649,0.03642,0.001706,0.061205
13.3 sec,Standing,-1.394189,-8.249759,5.546543,0.064741,-0.007138,0.074077
13.31 sec,Standing,-1.486569,-8.271263,5.565612,0.090492,-0.018312,0.088379
13.32 sec,Standing,-1.549437,-8.132277,5.560241,0.110057,-0.042398,0.09759
13.33 sec,Standing,-1.545787,-8.094769,5.554991,0.122484,-0.058373,0.111021
13.34 sec,Standing,-1.558521,-8.021108,5.607923,0.133604,-0.076448,0.125047
13.35 sec,Standing,-1.535085,-7.981837,5.693574,0.136231,-0.087669,0.138437
13.36 sec,Standing,-1.509215,-7.945418,5.698508,0.135888,-0.101532,0.15537
13.37 sec,Standing,-1.514651,-7.887975,5.723886,0.141117,-0.106854,0.167812
13.38 sec,Standing,-1.52146,-7.853881,5.742742,0.133593,-0.111775,0.183517
13.39 sec,Standing,-1.52803,-7.796003,5.767911,0.140052,-0.118775,0.194863
13.4 sec,Standing,-1.536616,-7.784784,5.780768,0.142249,-0.124171,0.205645
13.41 sec,Standing,-1.53269,-7.80535,5.817939,0.14583,-0.128323,0.221265
13.42 sec,Standing,-1.519251,-7.77262,5.845954,0.153302,-0.132664,0.239777
13.43 sec,Standing,-1.607454,-7.755489,5.85836,0.166586,-0.137404,0.25044
13.44 sec,Standing,-1.603522,-7.726381,5.910236,0.173779,-0.143975,0.257571
13.45 sec,Standing,-1.626115,-7.764192,5.936294,0.179304,-0.155604,0.272628
13.46 sec,Standing,-1.657079,-7.674609,5.963334,0.189051,-0.160035,0.278277
13.47 sec,Standing,-1.697854,-7.612987,6.007103,0.195086,-0.165909,0.291933
13.48 sec,Standing,-1.674168,-7.523712,6.028306,0.192608,-0.17838,0.295567
13.49 sec,Standing,-1.707076,-7.480221,6.043518,0.184454,-0.182278,0.302547
13.5 sec,Standing,-1.675235,-7.381401,6.121795,0.178055,-0.186443,0.312022
13.51 sec,Standing,-1.641384,-7.372552,6.153425,0.170472,-0.184461,0.317596
13.52 sec,Standing,-1.660056,-7.338319,6.196834,0.160125,-0.185746,0.319007
13.53 sec,Standing,-1.574246,-7.356864,6.21424,0.15347,-0.179364,0.320831
13.54 sec,Standing,-1.566322,-7.453764,6.265723,0.152026,-0.166737,0.333082
13.55 sec,Standing,-1.5584,-7.532729,6.242092,0.151911,-0.149423,0.33945
13.56 sec,Standing,-1.590011,-7.508804,6.22626,0.169326,-0.136059,0.351682
13.57 sec,Standing,-1.620262,-7.376157,6.18094,0.180093,-0.121219,0.351884
13.58 sec,Standing,-1.63063,-7.354804,6.173616,0.179377,-0.118772,0.356495
13.59 sec,Standing,-1.691341,-7.366064,6.220915,0.185362,-0.115148,0.35465
13.6 sec,Standing,-1.736863,-7.308,6.181537,0.182777,-0.111566,0.351338
13.61 sec,Standing,-1.752661,-7.266989,6.202202,0.182414,-0.110523,0.340416
13.62 sec,Standing,-1.783981,-7.301336,6.229133,0.178386,-0.110761,0.337563
13.63 sec,Standing,-1.843358,-7.311969,6.276316,0.174714,-0.10528,0.322117
13.64 sec,Standing,-1.886296,-7.254679,6.235844,0.171069,-0.102428,0.311919
13.65 sec,Standing,-1.899204,-7.214739,6.255151,0.163314,-0.105578,0.303738
13.66 sec,Standing,-1.91948,-7.119728,6.254009,0.153182,-0.109693,0.289555
13.67 sec,Standing,-1.918157,-7.113568,6.296637,0.139114,-0.108117,0.275267
13.68 sec,Standing,-1.886268,-7.176586,6.284825,0.121509,-0.103192,0.264015
13.69 sec,Standing,-1.918294,-7.135797,6.292929,0.117397,-0.097043,0.258439
13.7 sec,Standing,-1.904251,-7.104875,6.315282,0.109145,-0.091484,0.244395
13.71 sec,Standing,-1.90768,-7.149583,6.344327,0.095481,-0.086772,0.23598
13.72 sec,Standing,-1.87998,-7.136724,6.314532,0.091916,-0.078323,0.228485
13.73 sec,Standing,-1.875362,-7.178959,6.319802,0.088233,-0.071705,0.220794
13.74 sec,Standing,-1.870971,-7.221457,6.324885,0.088599,-0.063629,0.216107
13.75 sec,Standing,-1.886983,-7.294622,6.370577,0.091376,-0.054582,0.217413
13.76 sec,Standing,-1.893455,-7.289185,6.275177,0.098687,-0.047186,0.217109
13.77 sec,Standing,-1.879973,-7.260069,6.295663,0.105365,-0.041138,0.213267
13.78 sec,Standing,-1.958608,-7.26976,6.329953,0.104032,-0.03011,0.214051
13.79 sec,Standing,-2.005838,-7.221625,6.30562,0.109318,-0.026067,0.210896
13.8 sec,Standing,-2.053948,-7.232201,6.32482,0.113055,-0.025883,0.208249
13.81 sec,Standing,-2.071104,-7.244193,6.329012,0.120194,-0.025648,0.205066
13.82 sec,Standing,-2.129563,-7.221725,6.323798,0.125389,-0.029604,0.204512
13.83 sec,Standing,-2.128145,-7.217513,6.363925,0.135237,-0.024752,0.207682
13.84 sec,Standing,-2.107056,-7.18261,6.363742,0.145966,-0.020133,0.212079
13.85 sec,Standing,-2.131201,-7.230218,6.441528,0.157728,-0.013895,0.217884
13.86 sec,Standing,-2.134608,-7.18807,6.435473,0.174354,-0.003157,0.230375
13.87 sec,Standing,-2.177905,-7.145587,6.46824,0.181503,0.005566,0.232308
13.88 sec,Standing,-2.191207,-7.104892,6.485654,0.187885,0.019732,0.235646
13.89 sec,Standing,-2.26877,-7.068171,6.453629,0.19237,0.026507,0.225944
13.9 sec,Standing,-2.275954,-7.082621,6.492449,0.193358,0.028021,0.21414
13.91 sec,Standing,-2.30038,-7.191393,6.514016,0.19923,0.034046,0.209007
13.92 sec,Standing,-2.28077,-7.187041,6.565635,0.211685,0.041575,0.205084
13.93 sec,Standing,-2.304038,-7.112367,6.558663,0.230114,0.05179,0.206774
13.94 sec,Standing,-2.344298,-7.165581,6.584119,0.23748,0.062221,0.208826
13.95 sec,Standing,-2.448726,-7.177021,6.592126,0.254385,0.067646,0.216536
13.96 sec,Standing,-2.492079,-7.069862,6.583349,0.262478,0.068951,0.227992
13.97 sec,Standing,-2.535515,-6.962099,6.574405,0.264415,0.065669,0.233683
13.98 sec,Standing,-2.570213,-6.852226,6.541879,0.255215,0.063598,0.234255
13.99 sec,Standing,-2.58168,-6.827898,6.534415,0.239294,0.054883,0.23103
14 sec,Standing,-2.582899,-6.83648,6.55248,0.218649,0.04706,0.223738
14.01 sec,Standing,-2.583812,-6.846367,6.569429,0.203364,0.053538,0.220473
14.02 sec,Standing,-2.529896,-6.822192,6.60819,0.183423,0.054106,0.208291
14.03 sec,Standing,-2.500503,-6.917677,6.626743,0.166558,0.067249,0.199599
14.04 sec,Standing,-2.440618,-7.018459,6.629578,0.162579,0.079601,0.179814
14.05 sec,Standing,-2.401781,-7.068492,6.654885,0.167223,0.104203,0.163338
14.06 sec,Standing,-2.430404,-7.100745,6.656731,0.172851,0.132058,0.137261
