Time,GeneralEvent,Forehead_Acc_X,Forehead_Acc_Y,Forehead_Acc_Z,Forehead_Gyr_X,Forehead_Gyr_Y,Forehead_Gyr_Z
117.76 sec,Standing,-2.149568,-8.146884,4.243526,-0.062478,0.122824,0.058217
117.77 sec,Standing,-2.258979,-8.297088,4.252287,-0.076819,0.145487,0.051007
117.78 sec,Standing,-2.405318,-8.34504,4.171125,-0.078745,0.157904,0.04634
117.79 sec,Standing,-2.584324,-8.268641,4.139421,-0.080192,0.155867,0.039451
117.8 sec,Standing,-2.730504,-8.421001,4.124518,-0.087768,0.152777,0.040002
117.81 sec,Standing,-2.854807,-8.479371,4.034233,-0.079483,0.130172,0.044644
117.82 sec,Standing,-2.930041,-8.485974,4.086339,-0.079942,0.102257,0.045031
117.83 sec,Standing,-2.810214,-8.619479,4.060853,-0.067529,0.076371,0.053158
117.84 sec,Standing,-2.685149,-8.522073,4.040866,-0.049437,0.066004,0.056112
117.85 sec,Standing,-2.563679,-8.415934,3.999863,-0.037285,0.06953,0.055132
117.86 sec,Standing,-2.397755,-8.398829,3.972325,-0.032663,0.086216,0.057128
117.87 sec,Standing,-2.352714,-8.39992,3.957835,-0.033958,0.116847,0.055213
117.88 sec,Standing,-2.419677,-8.390608,3.938523,-0.03096,0.145299,0.046763
117.89 sec,Standing,-2.56932,-8.412475,3.894314,-0.028741,0.164396,0.042663
117.9 sec,Standing,-2.730951,-8.320931,3.892761,-0.028153,0.169009,0.028578
117.91 sec,Standing,-2.975646,-8.207477,3.780544,-0.03669,0.157414,0.021042
117.92 sec,Standing,-3.077862,-8.186029,3.795553,-0.058883,0.126903,0.016746
117.93 sec,Standing,-3.127588,-8.172717,3.719785,-0.081858,0.105777,0.023066
117.94 sec,Standing,-3.12901,-8.257706,3.678316,-0.105356,0.082792,0.029135
117.95 sec,Standing,-3.138944,-8.312172,3.647924,-0.128691,0.074596,0.042042
117.96 sec,Standing,-3.117841,-8.476457,3.623591,-0.138774,0.053837,0.060448
117.97 sec,Standing,-3.096382,-8.52115,3.590227,-0.140553,0.049754,0.073682
117.98 sec,Standing,-3.035058,-8.646671,3.546673,-0.139653,0.050153,0.080493
117.99 sec,Standing,-2.910768,-8.684798,3.473587,-0.131146,0.053716,0.086904
118 sec,Standing,-2.948694,-8.718627,3.42646,-0.127056,0.070334,0.084591
118.01 sec,Standing,-2.945509,-8.773723,3.364986,-0.118923,0.085348,0.081548
118.02 sec,Standing,-2.999178,-8.818707,3.28957,-0.111272,0.095379,0.066388
118.03 sec,Standing,-3.128226,-8.837629,3.288108,-0.103777,0.101968,0.057512
118.04 sec,Standing,-3.228075,-8.898071,3.266713,-0.097828,0.103707,0.055989
118.05 sec,Standing,-3.347102,-8.887734,3.249372,-0.084806,0.096083,0.048668
118.06 sec,Standing,-3.36857,-8.840611,3.207063,-0.075134,0.085442,0.03896
118.07 sec,Standing,-3.4364,-8.809357,3.219127,-0.072267,0.073595,0.032117
118.08 sec,Standing,-3.429683,-8.85032,3.219934,-0.073092,0.061054,0.024443
118.09 sec,Standing,-3.433528,-8.851861,3.21159,-0.07091,0.053801,0.02071
118.1 sec,Standing,-3.493501,-8.843367,3.189165,-0.074455,0.036041,0.011322
118.11 sec,Standing,-3.411306,-8.828883,3.149824,-0.072275,0.028776,0.007577
118.12 sec,Standing,-3.365208,-8.870248,3.172808,-0.090518,0.017979,0.012441
118.13 sec,Standing,-3.301023,-8.986754,3.110526,-0.090467,0.016324,0.016719
118.14 sec,Standing,-3.23154,-9.047764,3.148383,-0.086774,0.017028,0.017558
118.15 sec,Standing,-3.225473,-9.080672,3.126998,-0.080305,0.020539,0.016274
118.16 sec,Standing,-3.303542,-9.074462,3.053607,-0.073551,0.024125,0.017247
118.17 sec,Standing,-3.396037,-9.074916,3.032898,-0.069939,0.016568,0.016679
118.18 sec,Standing,-3.513282,-9.115299,3.000345,-0.067478,0.009376,0.015165
118.19 sec,Standing,-3.555811,-9.095251,3.008688,-0.061875,-0.009644,0.008971
118.2 sec,Standing,-3.614345,-9.146104,2.992157,-0.062137,-0.022035,0.005734
118.21 sec,Standing,-3.656273,-9.185924,3.00526,-0.053133,-0.04047,-0.00191
118.22 sec,Standing,-3.619635,-9.11869,2.998709,-0.044415,-0.058976,-0.011816
118.23 sec,Standing,-3.61926,-9.111573,2.974883,-0.039101,-0.078051,-0.020286
118.24 sec,Standing,-3.549816,-9.082213,3.031002,-0.035277,-0.094432,-0.028114
118.25 sec,Standing,-3.469685,-9.096351,3.016265,-0.023526,-0.097021,-0.028802
118.26 sec,Standing,-3.444104,-9.036067,3.066207,-0.014363,-0.098266,-0.025537
118.27 sec,Standing,-3.410265,-9.006266,3.103519,-0.006068,-0.099731,-0.029047
118.28 sec,Standing,-3.463418,-8.928389,3.067324,-0.003447,-0.113322,-0.033973
118.29 sec,Standing,-3.415482,-8.878837,3.111663,-0.01148,-0.122941,-0.041479
118.3 sec,Standing,-3.455462,-8.84146,3.084568,-0.016868,-0.135583,-0.048678
118.31 sec,Standing,-3.424416,-8.794984,3.077463,-0.025042,-0.151664,-0.061814
118.32 sec,Standing,-3.377715,-8.857673,3.104204,-0.038471,-0.173899,-0.076484
118.33 sec,Standing,-3.301756,-8.949584,3.168001,-0.043216,-0.188646,-0.08294
118.34 sec,Standing,-3.205264,-8.996333,3.140588,-0.042368,-0.199453,-0.089402
118.35 sec,Standing,-3.182022,-9.146825,3.216277,-0.037475,-0.208865,-0.084735
118.36 sec,Standing,-3.156045,-9.262346,3.173489,-0.017407,-0.209742,-0.077117
118.37 sec,Standing,-3.114015,-9.233521,3.214321,0.011128,-0.215502,-0.064612
118.38 sec,Standing,-3.135361,-9.303868,3.227677,0.034825,-0.221531,-0.053832
118.39 sec,Standing,-3.131818,-9.273038,3.253075,0.06448,-0.233428,-0.038012
118.4 sec,Standing,-3.174373,-9.210722,3.274371,0.084999,-0.251527,-0.018636
118.41 sec,Standing,-3.156426,-9.166137,3.333119,0.104138,-0.263446,-0.004863
118.42 sec,Standing,-3.122431,-9.10933,3.421701,0.115391,-0.27846,0.007168
118.43 sec,Standing,-3.1458,-9.041723,3.499301,0.129919,-0.293451,0.009656
118.44 sec,Standing,-3.098392,-8.916363,3.534771,0.140759,-0.302036,0.022848
118.45 sec,Standing,-3.11686,-8.809459,3.575817,0.152113,-0.320408,0.017255
118.46 sec,Standing,-3.050385,-8.565649,3.576151,0.163846,-0.332869,0.011464
118.47 sec,Standing,-2.966803,-8.476403,3.672401,0.160945,-0.346209,0.00076
118.48 sec,Standing,-2.836435,-8.370878,3.712752,0.169818,-0.356264,-0.013339
118.49 sec,Standing,-2.761175,-8.242254,3.799068,0.160894,-0.361427,-0.025223
118.5 sec,Standing,-2.664992,-8.243906,3.883398,0.158305,-0.374591,-0.033572
118.51 sec,Standing,-2.526899,-8.101692,3.880622,0.150425,-0.373771,-0.041188
118.52 sec,Standing,-2.36752,-8.076403,3.932734,0.128821,-0.367413,-0.043604
118.53 sec,Standing,-2.200762,-8.082463,3.968625,0.115717,-0.353799,-0.040454
118.54 sec,Standing,-2.130417,-8.020514,3.968759,0.098801,-0.334652,-0.034738
118.55 sec,Standing,-2.074241,-7.979294,3.961749,0.082248,-0.315509,-0.026809
118.56 sec,Standing,-2.146217,-7.985279,3.990162,0.063628,-0.30367,-0.019683
118.57 sec,Standing,-2.191187,-8.033544,3.995359,0.045392,-0.300395,-0.017335
118.58 sec,Standing,-2.261002,-8.086575,4.083691,0.023383,-0.305809,-0.016823
118.59 sec,Standing,-2.229453,-8.134237,4.12281,0.002792,-0.307524,-0.013658
118.6 sec,Standing,-2.218028,-8.171771,4.169348,-0.010969,-0.317011,-0.00473
118.61 sec,Standing,-2.181106,-8.169255,4.223921,-0.026922,-0.316129,0.001574
118.62 sec,Standing,-2.163158,-8.238671,4.254357,-0.041563,-0.313273,0.012557
118.63 sec,Standing,-2.146067,-8.308438,4.28352,-0.051711,-0.304543,0.020263
118.64 sec,Standing,-2.167733,-8.319829,4.290152,-0.054004,-0.295597,0.019826
118.65 sec,Standing,-2.118344,-8.380448,4.31341,-0.056307,-0.287281,0.01357
118.66 sec,Standing,-2.094227,-8.362552,4.318806,-0.063424,-0.277025,0.009569
118.67 sec,Standing,-2.130028,-8.372868,4.354857,-0.076234,-0.259399,0.000783
118.68 sec,Standing,-2.1562,-8.400084,4.299894,-0.097026,-0.244935,-0.009366
118.69 sec,Standing,-2.194358,-8.530516,4.206604,-0.116248,-0.231334,-0.022188
118.7 sec,Standing,-2.315785,-8.654861,4.055909,-0.122772,-0.231163,-0.026643
118.71 sec,Standing,-2.459397,-8.84341,3.994172,-0.121947,-0.231346,-0.02787
118.72 sec,Standing,-2.556011,-9.105624,3.864619,-0.102144,-0.243279,-0.020524
118.73 sec,Standing,-2.621554,-9.252803,3.801212,-0.064254,-0.260401,-0.019561
118.74 sec,Standing,-2.648447,-9.218409,3.747365,-0.036023,-0.276419,-0.004093
118.75 sec,Standing,-2.689739,-9.143048,3.688587,-0.011781,-0.284729,0.015542
118.76 sec,Standing,-2.687535,-9.074257,3.670232,-0.001388,-0.292126,0.033275
118.77 sec,Standing,-2.752177,-8.964158,3.660559,0.008476,-0.287871,0.049408
118.78 sec,Standing,-2.818678,-8.891016,3.691002,0.00551,-0.279198,0.064017
118.79 sec,Standing,-2.827426,-8.849558,3.691171,-0.000617,-0.266636,0.068318
118.8 sec,Standing,-2.914902,-8.885299,3.73761,-0.007733,-0.245914,0.055628
118.81 sec,Standing,-2.981817,-8.976441,3.701777,0.002319,-0.219995,0.023136
118.82 sec,Turn,-3.020398,-8.990294,3.635072,0.014955,-0.195899,-0.017071
118.83 sec,Turn,-2.918517,-8.915826,3.56322,0.038384,-0.169918,-0.075243
118.84 sec,Turn,-2.663153,-8.851942,3.496837,0.060371,-0.127521,-0.128439
118.85 sec,Turn,-2.405295,-8.765925,3.466209,0.080978,-0.06091,-0.175528
118.86 sec,Turn,-2.074018,-8.765889,3.487945,0.101968,0.026944,-0.220749
118.87 sec,Turn,-1.820679,-8.684989,3.510764,0.128751,0.141029,-0.27247
118.88 sec,Turn,-1.62094,-8.467968,3.466317,0.140855,0.275092,-0.332139
118.89 sec,Turn,-1.452782,-8.35788,3.469827,0.124226,0.40505,-0.402758
118.9 sec,Turn,-1.264942,-8.622863,3.539337,0.116354,0.551975,-0.4919
118.91 sec,Turn,-1.152278,-8.816288,3.497297,0.129219,0.709576,-0.569323
118.92 sec,Turn,-1.063531,-8.945477,3.516519,0.161681,0.8699,-0.665461
118.93 sec,Turn,-1.044977,-9.256992,3.384232,0.198919,1.03451,-0.763358
118.94 sec,Turn,-1.20284,-9.382556,3.161138,0.280874,1.189368,-0.854778
118.95 sec,Turn,-1.522349,-9.402487,3.024412,0.35934,1.332553,-0.951715
118.96 sec,Turn,-2.027364,-9.608139,3.029762,0.431012,1.427783,-1.036028
118.97 sec,Turn,-2.468785,-9.848704,3.269849,0.50152,1.493675,-1.088135
118.98 sec,Turn,-2.732462,-10.036957,3.456861,0.560796,1.529521,-1.121563
118.99 sec,Turn,-3.030571,-9.829672,3.540722,0.602594,1.556195,-1.135197
119 sec,Turn,-3.133308,-9.441711,3.579236,0.60637,1.55661,-1.138008
119.01 sec,Turn,-3.070915,-9.125621,3.554239,0.565148,1.537449,-1.128955
119.02 sec,Turn,-2.930659,-9.047728,3.56781,0.510151,1.520187,-1.109699
119.03 sec,Turn,-2.78788,-9.062616,3.629381,0.460935,1.495777,-1.098214
119.04 sec,Turn,-2.775353,-9.171625,3.633248,0.437406,1.469416,-1.084597
119.05 sec,Turn,-2.859445,-9.06936,3.580924,0.442876,1.429745,-1.081231
119.06 sec,Turn,-2.968876,-8.875042,3.50395,0.445413,1.349625,-1.072647
119.07 sec,Turn,-3.000069,-8.804801,3.485798,0.446175,1.258203,-1.069845
119.08 sec,Turn,-3.000975,-8.639153,3.464683,0.453978,1.153733,-1.057092
119.09 sec,Turn,-2.842555,-8.486397,3.501821,0.448415,1.043481,-1.027667
119.1 sec,Turn,-2.690431,-8.364066,3.585041,0.435314,0.939904,-0.98729
119.11 sec,Turn,-2.458251,-8.211522,3.669963,0.412182,0.847339,-0.948593
119.12 sec,Turn,-2.135108,-7.975832,3.742261,0.370835,0.761641,-0.90836
119.13 sec,Turn,-1.841,-7.941841,3.845454,0.306634,0.700351,-0.873375
119.14 sec,Turn,-1.613215,-8.070703,3.966483,0.258669,0.648419,-0.851624
119.15 sec,Turn,-1.530319,-8.295227,4.12532,0.211194,0.614341,-0.826061
119.16 sec,Turn,-1.496177,-8.738188,4.290048,0.203202,0.566895,-0.789528
119.17 sec,Turn,-1.62111,-8.9285,4.295239,0.235868,0.52097,-0.728316
119.18 sec,Turn,-1.878251,-8.904362,4.280261,0.275075,0.443547,-0.662891
119.19 sec,Turn,-1.981209,-8.699021,4.19792,0.310973,0.340806,-0.587826
119.2 sec,Turn,-1.98797,-8.357205,4.090935,0.328551,0.226178,-0.508874
119.21 sec,Turn,-1.923538,-8.04779,4.073988,0.319035,0.111861,-0.434376
119.22 sec,Turn,-1.795997,-7.948307,4.161396,0.298336,0.011805,-0.353719
119.23 sec,Turn,-1.758632,-7.941464,4.308838,0.276391,-0.073721,-0.295542
119.24 sec,Turn,-1.767494,-8.056005,4.484891,0.257006,-0.155676,-0.241375
119.25 sec,Turn,-1.862398,-8.100327,4.654179,0.245736,-0.237095,-0.211265
119.26 sec,Turn,-1.947008,-8.129408,4.877268,0.241754,-0.330193,-0.193195
119.27 sec,Turn,-1.891617,-8.194372,5.014274,0.249476,-0.420825,-0.191492
119.28 sec,Turn,-1.874755,-7.980904,5.205609,0.253084,-0.518586,-0.195534
119.29 sec,Turn,-1.899582,-8.035655,5.402911,0.23504,-0.607714,-0.190176
119.3 sec,Turn,-1.92394,-8.196171,5.484734,0.230433,-0.710785,-0.172171
119.31 sec,Turn,-1.871301,-8.214586,5.538063,0.221334,-0.818322,-0.149733
119.32 sec,Turn,-1.866779,-8.248327,5.594148,0.201928,-0.929071,-0.111517
119.33 sec,Turn,-1.753709,-8.310907,5.53638,0.180206,-1.050307,-0.060591
119.34 sec,Turn,-1.589698,-8.41765,5.539133,0.159523,-1.165653,0.01399
119.35 sec,Turn,-1.406812,-8.492954,5.467373,0.143958,-1.281874,0.097299
119.36 sec,Turn,-1.284224,-8.543587,5.479092,0.130065,-1.394,0.1943
119.37 sec,Turn,-1.195033,-8.582156,5.445195,0.114738,-1.497692,0.285953
119.38 sec,Turn,-1.244476,-8.611227,5.358579,0.098238,-1.606822,0.378907
119.39 sec,Turn,-1.479027,-8.497685,5.255328,0.077751,-1.726864,0.461123
119.4 sec,Turn,-1.78521,-8.271144,4.990972,0.041156,-1.888617,0.543885
119.41 sec,Turn,-2.217321,-7.932103,4.682015,-0.015668,-2.078753,0.610492
119.42 sec,Turn,-2.53297,-7.716671,4.366109,-0.098133,-2.319745,0.678196
119.43 sec,Turn,-2.498957,-7.746718,4.132172,-0.190994,-2.580503,0.756737
119.44 sec,Turn,-2.323497,-7.809011,3.822154,-0.238947,-2.830491,0.846088
119.45 sec,Turn,-2.255714,-7.465545,3.505704,-0.282327,-3.059218,0.951463
119.46 sec,Turn,-2.212069,-7.223004,3.226373,-0.357705,-3.305304,1.041483
119.47 sec,Turn,-2.054154,-7.196548,2.930946,-0.459226,-3.548905,1.13764
119.48 sec,Turn,-1.618582,-7.40902,2.79364,-0.551362,-3.790589,1.234708
119.49 sec,Turn,-0.981555,-7.522685,2.593529,-0.627991,-3.983949,1.318807
119.5 sec,Turn,-0.504087,-7.634776,2.444551,-0.696027,-4.139629,1.385786
119.51 sec,Turn,-0.265355,-7.908912,2.224263,-0.739553,-4.276342,1.42249
119.52 sec,Turn,-0.251218,-8.213839,1.978227,-0.767603,-4.412193,1.446015
119.53 sec,Turn,-0.223739,-8.55882,1.713334,-0.781082,-4.563325,1.456912
119.54 sec,Turn,-0.210822,-8.851031,1.284846,-0.775307,-4.722043,1.47918
119.55 sec,Turn,-0.119481,-8.980498,0.940666,-0.763479,-4.890657,1.495988
119.56 sec,Turn,0.218803,-9.455079,0.835182,-0.792167,-5.052163,1.493141
119.57 sec,Turn,0.752188,-10.422743,0.817346,-0.790481,-5.171616,1.502255
119.58 sec,Turn,1.18827,-10.777262,0.592581,-0.73871,-5.235379,1.529683
119.59 sec,Turn,1.783448,-10.579316,0.370234,-0.712572,-5.260698,1.564833
119.6 sec,Turn,2.232689,-10.735212,0.221272,-0.731641,-5.245602,1.590724
119.61 sec,Turn,2.511539,-11.095335,0.066947,-0.733445,-5.190141,1.588279
119.62 sec,Turn,2.689987,-11.191279,-0.116093,-0.708211,-5.106069,1.572539
119.63 sec,Turn,2.738164,-10.93888,-0.320156,-0.691938,-5.007824,1.555017
119.64 sec,Turn,2.617859,-10.832845,-0.450716,-0.717443,-4.893485,1.532836
119.65 sec,Turn,2.152599,-11.243094,-0.45948,-0.76073,-4.7881,1.516603
119.66 sec,Turn,1.664024,-11.674184,-0.511676,-0.779317,-4.708801,1.516882
119.67 sec,Turn,1.412493,-11.722367,-0.671761,-0.777508,-4.653697,1.524125
119.68 sec,Turn,1.392909,-11.718315,-0.742385,-0.787848,-4.587663,1.506099
119.69 sec,Turn,1.408013,-11.99595,-0.791083,-0.790548,-4.512275,1.478823
119.7 sec,Turn,1.469116,-12.35447,-0.906723,-0.730944,-4.392318,1.426727
119.71 sec,Turn,1.362868,-12.189881,-1.031039,-0.619673,-4.27217,1.366772
119.72 sec,Turn,1.209442,-11.796504,-1.115489,-0.523943,-4.155007,1.285242
119.73 sec,Turn,1.18665,-11.456817,-1.134153,-0.429024,-4.049324,1.194798
119.74 sec,Turn,1.252478,-11.02416,-1.106759,-0.344375,-3.940065,1.109961
119.75 sec,Turn,1.316943,-10.610472,-0.938499,-0.284411,-3.824396,1.03842
119.76 sec,Turn,1.244427,-10.486238,-0.753971,-0.255017,-3.708396,0.968272
119.77 sec,Turn,1.240232,-10.291942,-0.622794,-0.214393,-3.588235,0.899804
119.78 sec,Turn,1.265673,-9.943878,-0.423596,-0.196501,-3.470359,0.836977
119.79 sec,Turn,1.325782,-9.83063,-0.364233,-0.196891,-3.342297,0.772862
119.8 sec,Turn,1.318661,-9.737285,-0.320516,-0.172787,-3.205134,0.710307
119.81 sec,Turn,1.325438,-9.546911,-0.214583,-0.161155,-3.062844,0.643276
119.82 sec,Turn,1.266011,-9.781207,-0.103177,-0.151414,-2.917297,0.578535
119.83 sec,Turn,1.085968,-9.9931,-0.02826,-0.10094,-2.782096,0.524016
119.84 sec,Turn,0.935067,-9.86958,-0.001811,-0.048373,-2.656159,0.481525
119.85 sec,Turn,0.736689,-9.68532,0.029148,-0.025892,-2.548844,0.453352
119.86 sec,Turn,0.577439,-9.734095,0.134472,-0.024584,-2.447457,0.425521
119.87 sec,Turn,0.401952,-9.896654,0.19948,-0.019262,-2.367639,0.403231
119.88 sec,Turn,0.258642,-10.028946,0.339247,0.002655,-2.289334,0.388769
119.89 sec,Turn,0.096804,-10.024921,0.475278,0.019391,-2.219319,0.373197
119.9 sec,Turn,-0.101631,-10.118944,0.58378,0.040082,-2.16314,0.353285
119.91 sec,Turn,-0.186207,-10.036208,0.661703,0.068451,-2.118538,0.337657
119.92 sec,Turn,-0.302694,-9.887695,0.764028,0.090765,-2.080521,0.321409
119.93 sec,Turn,-0.351649,-9.813105,0.899685,0.095927,-2.048446,0.306955
119.94 sec,Turn,-0.363698,-9.801661,1.058041,0.089123,-2.01018,0.279341
119.95 sec,Turn,-0.344283,-9.787674,1.19026,0.082458,-1.983522,0.254074
119.96 sec,Turn,-0.259552,-9.646827,1.222188,0.075158,-1.949963,0.226973
119.97 sec,Turn,-0.100326,-9.457837,1.267604,0.05476,-1.910966,0.203509
119.98 sec,Turn,0.030809,-9.448152,1.352562,0.024179,-1.860093,0.177434
119.99 sec,Turn,0.107196,-9.555604,1.418478,0.007783,-1.801467,0.142762
120 sec,Turn,0.160673,-9.54947,1.403605,-0.005436,-1.748227,0.096791
120.01 sec,Turn,0.248831,-9.553348,1.429935,-0.005112,-1.691521,0.052082
120.02 sec,Turn,0.315866,-9.527336,1.43788,-0.010788,-1.639682,0.007234
120.03 sec,Turn,0.411696,-9.533045,1.416893,-0.007013,-1.587217,-0.032017
120.04 sec,Turn,0.538202,-9.462416,1.417376,-0.011016,-1.533074,-0.075833
120.05 sec,Turn,0.725879,-9.433121,1.427997,-0.008901,-1.476823,-0.100101
120.06 sec,Turn,0.818494,-9.35377,1.33883,-0.002384,-1.416591,-0.11362
120.07 sec,Turn,0.826831,-9.252919,1.281096,-0.013612,-1.358504,-0.130761
120.08 sec,Turn,0.915379,-9.121141,1.172113,-0.024217,-1.308398,-0.144416
120.09 sec,Turn,0.854236,-9.171258,1.18236,-0.045837,-1.266651,-0.155567
120.1 sec,Turn,0.915846,-9.340036,1.171051,-0.053558,-1.231371,-0.174332
120.11 sec,Turn,0.979497,-9.366703,1.209283,-0.04446,-1.183998,-0.185757
120.12 sec,Turn,1.029869,-9.309,1.188941,-0.032744,-1.14255,-0.178492
120.13 sec,Turn,1.090941,-9.247339,1.252974,-0.021773,-1.091906,-0.173973
120.14 sec,Turn,1.06387,-9.308992,1.265618,-0.010662,-1.032185,-0.153919
120.15 sec,Turn,1.020486,-9.373266,1.312354,0.009027,-0.974702,-0.140327
120.16 sec,Turn,0.926192,-9.378112,1.268352,0.026296,-0.918642,-0.123335
120.17 sec,Turn,0.870921,-9.286416,1.273503,0.040665,-0.865335,-0.119225
120.18 sec,Turn,0.773967,-9.255782,1.277604,0.048797,-0.823264,-0.109954
120.19 sec,Turn,0.701499,-9.202624,1.278209,0.055112,-0.780623,-0.113314
120.2 sec,Turn,0.610607,-9.206122,1.28728,0.055089,-0.73718,-0.120953
120.21 sec,Turn,0.587586,-9.213775,1.269042,0.053369,-0.701404,-0.136683
120.22 sec,Turn,0.518207,-9.24886,1.248908,0.051593,-0.671255,-0.152576
120.23 sec,Turn,0.434434,-9.304887,1.277665,0.042657,-0.644688,-0.168733
120.24 sec,Turn,0.386353,-9.460015,1.275432,0.041931,-0.625874,-0.189392
120.25 sec,Turn,0.350882,-9.595338,1.371949,0.036637,-0.611878,-0.205639
120.26 sec,Turn,0.366712,-9.896892,1.437376,0.050116,-0.601212,-0.22104
120.27 sec,Turn,0.395922,-10.001465,1.506141,0.07821,-0.582628,-0.229189
120.28 sec,Turn,0.406747,-9.986202,1.560993,0.092862,-0.557885,-0.236877
120.29 sec,Turn,0.451837,-10.175211,1.576905,0.115861,-0.543057,-0.232975
120.3 sec,Turn,0.416275,-10.187327,1.709465,0.139176,-0.517818,-0.227224
120.31 sec,Turn,0.40347,-10.300082,1.771449,0.15592,-0.495249,-0.21835
120.32 sec,Turn,0.392101,-10.394211,1.893279,0.181786,-0.465404,-0.198613
120.33 sec,Turn,0.377081,-10.275657,1.960655,0.207986,-0.437925,-0.180309
120.34 sec,Turn,0.346382,-10.177433,2.006445,0.231783,-0.413297,-0.161452
120.35 sec,Turn,0.28538,-10.03194,2.103287,0.246835,-0.374577,-0.1382
120.36 sec,Turn,0.276237,-9.890936,2.200058,0.258831,-0.346754,-0.120781
120.37 sec,Turn,0.155177,-10.147747,2.362924,0.259823,-0.323126,-0.118174
120.38 sec,Turn,0.12483,-9.922854,2.298875,0.29524,-0.303112,-0.10956
120.39 sec,Turn,-0.034989,-9.532927,2.261473,0.30002,-0.289608,-0.099843
120.4 sec,Turn,-0.178226,-9.582985,2.255844,0.278177,-0.30484,-0.102887
120.41 sec,Turn,-0.18925,-9.98976,2.449614,0.275965,-0.339353,-0.115557
120.42 sec,Turn,-0.045091,-10.41341,2.598252,0.267733,-0.380162,-0.143422
120.43 sec,Turn,0.301913,-10.630122,2.617956,0.277879,-0.422268,-0.155292
120.44 sec,Turn,0.81193,-10.399661,2.506176,0.270083,-0.434706,-0.144734
120.45 sec,Turn,1.255884,-10.148935,2.405021,0.217844,-0.43083,-0.130324
120.46 sec,Turn,1.599567,-10.228121,2.19815,0.159121,-0.419921,-0.128196
120.47 sec,Turn,1.832452,-10.119458,2.104152,0.082876,-0.405656,-0.135351
120.48 sec,Turn,2.005512,-10.383411,2.001841,-0.027951,-0.406843,-0.180401
120.49 sec,Turn,2.369781,-10.921799,1.852283,-0.111707,-0.42308,-0.237837
120.5 sec,Turn,2.799683,-11.051491,1.654698,-0.155119,-0.427841,-0.26759
120.51 sec,Turn,3.284117,-11.165008,1.427545,-0.191848,-0.416437,-0.262386
120.52 sec,Turn,3.888905,-11.28024,1.119973,-0.171892,-0.377263,-0.209684
120.53 sec,Turn,4.190654,-11.024097,0.958378,-0.121163,-0.299764,-0.122004
120.54 sec,Turn,4.162379,-10.782088,0.940482,-0.0719,-0.226408,-0.031747
120.55 sec,Turn,3.927475,-10.701579,1.054344,-0.002414,-0.160828,0.047429
120.56 sec,Turn,3.62148,-10.336429,1.126959,0.085492,-0.117873,0.11283
120.57 sec,Turn,3.212035,-9.853238,1.370442,0.163216,-0.086462,0.168006
120.58 sec,Turn,2.785022,-9.35514,1.564057,0.217845,-0.078325,0.190666
120.59 sec,Turn,2.423912,-8.97914,1.840741,0.256472,-0.092251,0.193427
120.6 sec,Turn,2.123371,-8.745033,2.142879,0.269963,-0.108562,0.178657
120.61 sec,Turn,2.042683,-8.489015,2.389263,0.273838,-0.136399,0.14921
120.62 sec,Turn,2.058023,-8.174462,2.514968,0.259449,-0.164057,0.122543
120.63 sec,Turn,2.210565,-7.950783,2.611003,0.234548,-0.182073,0.09731
120.64 sec,Turn,2.330683,-7.861722,2.671986,0.188354,-0.188366,0.066131
120.65 sec,Turn,2.47772,-7.821704,2.679202,0.14301,-0.192588,0.035485
120.66 sec,Turn,2.605484,-7.860415,2.63839,0.064951,-0.17906,0.000479
120.67 sec,Turn,2.723206,-8.046156,2.583919,-0.012186,-0.186418,-0.030419
120.68 sec,Turn,2.846078,-8.074169,2.439677,-0.101955,-0.174735,-0.043938
120.69 sec,Turn,2.998943,-8.096881,2.259276,-0.198316,-0.163349,-0.038219
120.7 sec,Turn,3.050832,-8.200687,2.029115,-0.293651,-0.143327,-0.020449
120.71 sec,Turn,3.05566,-8.406339,1.760763,-0.368123,-0.122167,0.000259
120.72 sec,Turn,2.929732,-8.660249,1.651482,-0.416227,-0.096945,0.024753
120.73 sec,Turn,2.784899,-8.91899,1.499106,-0.437101,-0.079867,0.053375
120.74 sec,Turn,2.598443,-9.151262,1.373417,-0.419394,-0.074423,0.075135
120.75 sec,Turn,2.438913,-9.286095,1.242738,-0.378665,-0.059737,0.08037
120.76 sec,Turn,2.310344,-9.340846,1.232957,-0.326703,-0.059234,0.073032
120.77 sec,Turn,2.23911,-9.452042,1.271448,-0.274609,-0.059125,0.04942
120.78 sec,Turn,2.343366,-9.375935,1.256947,-0.21244,-0.054371,0.01853
120.79 sec,Turn,2.433841,-9.178767,1.305472,-0.162279,-0.042973,-0.014482
120.8 sec,Turn,2.537405,-9.067608,1.407851,-0.132494,-0.034529,-0.043643
120.81 sec,Turn,2.730136,-9.023324,1.544307,-0.1112,-0.015977,-0.068673
120.82 sec,Turn,2.869398,-9.008719,1.616814,-0.0851,-0.003854,-0.076351
120.83 sec,Turn,2.946011,-8.990438,1.625554,-0.07084,0.009465,-0.083991
120.84 sec,Turn,3.070486,-9.014194,1.696242,-0.054287,0.023153,-0.06912
120.85 sec,Turn,3.200581,-8.837651,1.626057,-0.03418,0.040087,-0.033831
120.86 sec,Turn,3.296226,-8.652149,1.569858,-0.026318,0.060819,0.002757
120.87 sec,Turn,3.250623,-8.52028,1.499387,-0.036445,0.083883,0.033259
120.88 sec,Turn,3.21415,-8.546923,1.437218,-0.047793,0.093883,0.055729
